Sensors' Acquisition [Hz]: Acc@104.0 
hh:mm:ss.ms, Annotation , AccX [mg], AccY, AccZ
17:19:40.182,,-159,25,-1012
17:19:40.192,,-183,95,-1086
17:19:40.202,,-214,130,-1193
17:19:40.212,,-248,147,-1296
17:19:40.222,,-262,157,-1373
17:19:40.232,,-229,156,-1396
17:19:40.242,,-186,155,-1447
17:19:40.252,,-133,137,-1502
17:19:40.262,,-90,126,-1562
17:19:40.272,,-90,108,-1525
17:19:40.282,,-60,113,-1444
17:19:40.292,,-25,95,-1366
17:19:40.302,,-4,37,-1293
17:19:40.312,,50,-48,-1241
17:19:40.322,,125,-129,-1178
17:19:40.332,,191,-207,-1140
17:19:40.342,,261,-284,-1090
17:19:40.352,,319,-337,-999
17:19:40.362,,326,-320,-939
17:19:40.372,,270,-239,-918
17:19:40.382,,213,-163,-872
17:19:40.392,,193,-75,-781
17:19:40.402,,211,-1,-628
17:19:40.412,,246,73,-225
17:19:40.422,,376,76,97
17:19:40.432,,410,38,298
17:19:40.442,,388,30,476
17:19:40.452,,317,54,665
17:19:40.462,,213,78,896
17:19:40.472,,37,94,1156
17:19:40.482,,-62,79,1428
17:19:40.492,,-99,23,1754
17:19:40.502,,-109,-110,1989
17:19:40.512,,-25,-278,1998
17:19:40.522,,96,-408,1998
17:19:40.532,,216,-512,1998
17:19:40.542,,286,-566,1998
17:19:40.552,,323,-558,1998
17:19:40.562,,326,-580,1998
17:19:40.572,,299,-639,1998
17:19:40.582,,211,-758,1998
17:19:40.592,,148,-889,1998
17:19:40.602,,170,-925,1998
17:19:40.612,,192,-877,1998
17:19:40.622,,248,-729,1998
17:19:40.632,,292,-521,1998
17:19:40.642,,285,-346,1994
17:19:40.652,,217,-275,1865
17:19:40.662,,115,-238,1696
17:19:40.672,,-225,-199,1612
17:19:40.682,,-357,-195,1629
17:19:40.692,,-333,-171,1523
17:19:40.702,,-294,-138,1353
17:19:40.712,,-192,-28,1193
17:19:40.840,,-188,78,-1115
17:19:40.841,,-188,78,-1115
17:19:40.842,,-188,78,-1115
17:19:40.844,,-188,78,-1115
17:19:40.845,,-188,78,-1115
17:19:40.847,,-188,78,-1115
17:19:40.848,,-188,37,-1183
17:19:40.849,,-108,37,-1183
17:19:40.851,,-108,37,-1183
17:19:40.852,,-108,37,-1183
17:19:40.853,,-108,37,-1183
17:19:40.855,,-108,37,-1183
17:19:40.856,,-108,37,-1183
17:19:40.857,,-29,52,-1361
17:19:40.862,,-29,52,-1361
17:19:40.872,,-24,78,-1581
17:19:40.882,,-54,91,-1716
17:19:40.892,,-90,99,-1808
17:19:40.902,,-97,99,-1867
17:19:40.912,,-104,112,-1833
17:19:40.922,,-116,116,-1583
17:19:40.932,,-61,75,-1429
17:19:40.942,,-28,46,-1281
17:19:40.952,,12,20,-1153
17:19:40.962,,60,-9,-998
17:19:40.972,,116,-27,-802
17:19:40.982,,181,-43,-654
17:19:40.992,,264,-39,-528
17:19:41.002,,321,1,-383
17:19:41.012,,363,64,-250
17:19:41.022,,388,158,5
17:19:41.032,,354,239,246
17:19:41.042,,330,289,535
17:19:41.052,,290,296,1346
17:19:41.062,,129,56,1862
17:19:41.072,,92,-177,1998
17:19:41.082,,106,-484,1998
17:19:41.092,,178,-674,1998
17:19:41.102,,246,-829,1998
17:19:41.112,,304,-1025,1998
17:19:41.122,,239,-998,1998
17:19:41.132,,210,-889,1998
17:19:41.142,,237,-827,1998
17:19:41.152,,242,-824,1998
17:19:41.162,,170,-899,1998
17:19:41.172,,52,-934,1998
17:19:41.182,,95,-996,1998
17:19:41.192,,119,-902,1998
17:19:41.202,,195,-779,1998
17:19:41.212,,264,-613,1975
17:19:41.222,,259,-546,1789
17:19:41.232,,223,-503,1639
17:19:41.242,,193,-497,1528
17:19:41.252,,58,-543,1556
17:19:41.262,,-80,-543,1608
17:19:41.272,,-96,-529,1576
17:19:41.282,,-66,-395,1475
17:19:41.292,,-12,-211,1283
17:19:41.302,,20,-71,1093
17:19:41.312,,149,58,719
17:19:41.322,,194,110,477
17:19:41.332,,170,191,220
17:19:41.342,,89,215,3
17:19:41.352,,14,194,-142
17:19:41.362,,-35,127,-228
17:19:41.372,,-59,138,-298
17:19:41.382,,-46,164,-465
17:19:41.392,,-51,185,-665
17:19:41.402,,-70,185,-816
17:19:41.412,,-131,214,-957
17:19:41.422,,-187,264,-1127
17:19:41.432,,-261,326,-1347
17:19:41.442,,-419,343,-1633
17:19:41.452,,-447,318,-1625
17:19:41.462,,-417,297,-1568
17:19:41.472,,-379,283,-1542
17:19:41.482,,-352,289,-1557
17:19:41.492,,-308,280,-1583
17:19:41.502,,-280,274,-1595
17:19:41.512,,-289,261,-1588
17:19:41.522,,-285,233,-1562
17:19:41.532,,-273,206,-1504
17:19:41.542,,-262,179,-1445
17:19:41.552,,-241,156,-1368
17:19:41.562,,-223,129,-1232
17:19:41.572,,-127,86,-989
17:19:41.582,,-133,101,-876
17:19:41.592,,-111,125,-736
17:19:41.602,,-59,119,-524
17:19:41.612,,-21,104,-294
17:19:41.622,,2,72,-76
17:19:41.632,,17,66,91
17:19:41.642,,36,52,202
17:19:41.652,,95,69,259
17:19:41.662,,169,97,343
17:19:41.672,,272,114,476
17:19:41.682,,369,121,660
17:19:41.692,,417,78,1288
17:19:41.702,,250,-177,1742
17:19:41.712,,274,-410,1988
17:19:41.722,,327,-654,1998
17:19:41.732,,288,-948,1998
17:19:41.742,,239,-1076,1998
17:19:41.752,,221,-1156,1998
17:19:41.762,,186,-1194,1998
17:19:41.772,,194,-1176,1998
17:19:41.782,,288,-1189,1998
17:19:41.792,,390,-1231,1998
17:19:41.802,,519,-1231,1998
17:19:41.812,,604,-1175,1998
17:19:41.822,,615,-1148,1998
17:19:41.832,,594,-1141,1998
17:19:41.842,,508,-1097,1981
17:19:41.852,,420,-1008,1907
17:19:41.862,,365,-903,1781
17:19:41.872,,338,-829,1633
17:19:41.882,,307,-765,1574
17:19:41.892,,279,-673,1448
17:19:41.902,,227,-542,1312
17:19:41.912,,153,-413,1189
17:19:41.922,,114,-333,1112
17:19:41.932,,89,-236,1027
17:19:41.942,,50,-92,946
17:19:41.952,,35,191,490
17:19:41.962,,-81,266,188
17:19:41.972,,-150,264,3
17:19:41.982,,-127,335,-63
17:19:41.992,,-104,324,-211
17:19:42.002,,-61,309,-373
17:19:42.012,,-25,316,-607
17:19:42.022,,-39,311,-805
17:19:42.032,,-149,339,-993
17:19:42.042,,-284,393,-1155
17:19:42.052,,-412,424,-1264
17:19:42.062,,-513,447,-1365
17:19:42.072,,-611,492,-1481
17:19:42.082,,-717,506,-1615
17:19:42.092,,-664,475,-1573
17:19:42.102,,-541,416,-1491
17:19:42.112,,-402,365,-1421
17:19:42.122,,-297,336,-1400
17:19:42.132,,-246,303,-1416
17:19:42.142,,-227,266,-1403
17:19:42.152,,-232,254,-1391
17:19:42.162,,-240,231,-1388
17:19:42.172,,-259,189,-1327
17:19:42.182,,-263,153,-1217
17:19:42.192,,-242,114,-1097
17:19:42.315,,300,-229,1323
17:19:42.316,,300,-229,1323
17:19:42.318,,300,-229,1323
17:19:42.319,,300,-229,1323
17:19:42.320,,300,-229,1323
17:19:42.322,,300,-229,1323
17:19:42.323,,332,-352,1594
17:19:42.324,,332,-352,1594
17:19:42.326,,332,-352,1594
17:19:42.327,,332,-352,1594
17:19:42.329,,332,-352,1594
17:19:42.330,,332,-352,1594
17:19:42.331,,332,-352,1594
17:19:42.333,,333,-585,1880
17:19:42.342,,349,-884,1998
17:19:42.352,,285,-1206,1998
17:19:42.362,,193,-1445,1998
17:19:42.372,,147,-1583,1998
17:19:42.382,,148,-1603,1998
17:19:42.392,,187,-1535,1998
17:19:42.402,,311,-1383,1998
17:19:42.412,,425,-1232,1998
17:19:42.422,,424,-1170,1998
17:19:42.432,,526,-1050,1998
17:19:42.442,,511,-1097,1998
17:19:42.452,,466,-1109,1989
17:19:42.462,,342,-1117,1970
17:19:42.472,,115,-1020,1925
17:19:42.482,,39,-880,1800
17:19:42.492,,5,-730,1669
17:19:42.502,,51,-557,1477
17:19:42.512,,87,-343,1236
17:19:42.522,,117,-138,1003
17:19:42.532,,108,5,792
17:19:42.542,,71,104,535
17:19:42.552,,57,160,303
17:19:42.562,,32,157,113
17:19:42.572,,-51,140,-62
17:19:42.582,,-90,155,-167
17:19:42.592,,-152,198,-479
17:19:42.602,,-142,190,-660
17:19:42.612,,-173,161,-753
17:19:42.622,,-196,144,-802
17:19:42.632,,-192,134,-840
17:19:42.642,,-199,167,-920
17:19:42.652,,-282,263,-1102
17:19:42.662,,-418,343,-1267
17:19:42.672,,-569,406,-1357
17:19:42.682,,-671,432,-1429
17:19:42.692,,-693,448,-1508
17:19:42.702,,-637,447,-1549
17:19:42.712,,-541,414,-1559
17:19:42.722,,-320,288,-1448
17:19:42.732,,-236,217,-1383
17:19:42.742,,-192,154,-1342
17:19:42.752,,-173,100,-1307
17:19:42.762,,-182,60,-1263
17:19:42.772,,-206,30,-1197
17:19:42.782,,-230,0,-1131
17:19:42.792,,-238,-38,-1053
17:19:42.802,,-219,-77,-946
17:19:42.812,,-191,-91,-852
17:19:42.822,,-138,-104,-756
17:19:42.832,,-61,-124,-617
17:19:42.842,,37,-134,-485
17:19:42.852,,204,-169,-240
17:19:42.862,,197,-162,-65
17:19:42.872,,126,-151,164
17:19:42.882,,60,-161,399
17:19:42.892,,29,-180,608
17:19:42.902,,65,-186,780
17:19:42.912,,181,-172,832
17:19:42.922,,343,-164,900
17:19:42.932,,390,-203,1161
17:19:42.942,,311,-291,1516
17:19:42.952,,255,-379,1878
17:19:42.962,,284,-643,1998
17:19:42.972,,312,-957,1998
17:19:42.982,,242,-1465,1998
17:19:42.992,,149,-1531,1998
17:19:43.002,,118,-1495,1998
17:19:43.012,,128,-1370,1998
17:19:43.022,,193,-1181,1998
17:19:43.032,,242,-1014,1998
17:19:43.042,,283,-934,1998
17:19:43.052,,340,-897,1998
17:19:43.062,,338,-894,1997
17:19:43.072,,251,-926,1955
17:19:43.082,,122,-892,1930
17:19:43.092,,1,-867,1914
17:19:43.102,,-57,-805,1684
17:19:43.112,,-81,-574,1549
17:19:43.122,,-66,-432,1378
17:19:43.132,,-29,-307,1198
17:19:43.142,,2,-192,1031
17:19:43.152,,34,-104,817
17:19:43.162,,76,-34,586
17:19:43.172,,63,-20,381
17:19:43.182,,21,42,208
17:19:43.192,,-51,55,35
17:19:43.202,,-104,108,-81
17:19:43.212,,-142,88,-153
17:19:43.222,,-149,97,-233
17:19:43.232,,-117,197,-357
17:19:43.242,,-122,262,-470
17:19:43.252,,-146,323,-613
17:19:43.262,,-188,398,-817
17:19:43.272,,-259,472,-1039
17:19:43.282,,-353,509,-1202
17:19:43.292,,-417,506,-1321
17:19:43.302,,-454,498,-1383
17:19:43.312,,-468,495,-1415
17:19:43.322,,-422,491,-1420
17:19:43.332,,-374,476,-1391
17:19:43.342,,-337,463,-1387
17:19:43.352,,-325,450,-1416
17:19:43.362,,-321,474,-1477
17:19:43.372,,-325,451,-1490
17:19:43.382,,-304,405,-1456
17:19:43.392,,-278,347,-1391
17:19:43.402,,-250,303,-1322
17:19:43.412,,-223,250,-1251
17:19:43.422,,-186,206,-1174
17:19:43.432,,-144,178,-1110
17:19:43.442,,-107,164,-1007
17:19:43.452,,-86,155,-876
17:19:43.462,,-68,130,-751
17:19:43.472,,-59,125,-624
17:19:43.482,,-54,128,-498
17:19:43.492,,-40,228,-169
17:19:43.502,,53,265,30
17:19:43.512,,97,230,323
17:19:43.522,,98,147,654
17:19:43.532,,118,38,935
17:19:43.542,,195,-28,1191
17:19:43.552,,23,-274,1520
17:19:43.562,,-170,-473,1965
17:19:43.572,,-294,-665,1998
17:19:43.582,,-297,-820,1998
17:19:43.592,,-211,-954,1998
