Sensors' Acquisition [Hz]: Gyro@104.0 
hh:mm:ss.ms, Annotation , GyroX [mdps], GyroY, GyroZ
16:18:39.290,,-1960,-12670,210700
16:18:39.300,,-3010,-8190,211820
16:18:39.310,,560,-5320,212730
16:18:39.320,,8820,-5250,212730
16:18:39.330,,16240,-6790,211470
16:18:39.340,,17290,-8820,210280
16:18:39.350,,10920,-9450,209650
16:18:39.360,,-7700,-5110,209790
16:18:39.370,,-12250,-1120,209090
16:18:39.380,,-11410,3220,208110
16:18:39.390,,-6090,7700,207200
16:18:39.400,,3290,9940,207410
16:18:39.410,,13720,9940,208320
16:18:39.420,,21210,9240,209160
16:18:39.430,,23170,11620,210070
16:18:39.440,,18760,18690,212660
16:18:39.450,,11480,27090,216160
16:18:39.460,,6020,32830,218190
16:18:39.470,,3150,35420,217770
16:18:39.480,,1820,36680,214550
16:18:39.490,,-2590,39200,215670
16:18:39.500,,-9450,40460,218050
16:18:39.625,,14560,55090,218540
16:18:39.626,,14560,55090,218540
16:18:39.627,,14560,55090,218540
16:18:39.629,,14560,54670,213010
16:18:39.630,,8820,54670,213010
16:18:39.632,,8820,54670,213010
16:18:39.633,,8820,54670,213010
16:18:39.634,,8820,54670,213010
16:18:39.636,,8820,54670,213010
16:18:39.637,,8820,54670,213010
16:18:39.638,,490,55020,206990
16:18:39.640,,490,55020,206990
16:18:39.641,,490,55020,206990
16:18:39.643,,490,55020,206990
16:18:39.650,,-9590,53340,201810
16:18:39.660,,-18340,49000,196840
16:18:39.670,,-23730,45780,190960
16:18:39.680,,-25830,45710,185360
16:18:39.690,,-24710,48720,179270
16:18:39.700,,-20930,51450,172410
16:18:39.710,,-14840,51590,165130
16:18:39.720,,-8610,49910,157150
16:18:39.730,,-5460,47390,150080
16:18:39.740,,210,42770,136990
16:18:39.750,,2100,40600,129990
16:18:39.760,,3290,38220,123340
16:18:39.770,,4270,35000,118160
16:18:39.780,,3010,31710,114030
16:18:39.790,,-840,28840,106820
16:18:39.800,,-2660,24360,93380
16:18:39.810,,-350,20370,81830
16:18:39.820,,-3290,24080,75880
16:18:39.830,,-12530,31990,72380
16:18:39.840,,7700,31080,61040
16:18:39.850,,27790,26950,47880
16:18:39.860,,31080,28070,33530
16:18:39.870,,18620,27860,8610
16:18:39.880,,12250,23590,-3640
16:18:39.890,,2100,17570,-18760
16:18:39.900,,-210,6300,-35000
16:18:39.910,,7350,-5950,-52290
16:18:39.920,,18410,-17570,-68250
16:18:39.930,,24850,-25690,-83720
16:18:39.940,,24920,-27300,-96880
16:18:39.950,,19950,-26670,-105280
16:18:39.960,,10220,-26250,-109620
16:18:39.970,,5460,-26950,-107730
16:18:39.980,,8540,-27230,-107520
16:18:39.990,,14350,-28140,-111930
16:18:40.000,,19390,-41720,-123060
16:18:40.010,,18550,-51240,-128450
16:18:40.020,,15470,-58310,-134890
16:18:40.030,,9870,-61670,-142590
16:18:40.040,,4410,-61740,-150500
16:18:40.050,,2030,-60340,-157990
16:18:40.060,,4480,-59570,-164500
16:18:40.070,,11270,-59920,-169610
16:18:40.080,,19880,-60760,-174090
16:18:40.090,,28070,-61880,-178780
16:18:40.100,,34510,-62720,-183120
16:18:40.110,,38080,-63700,-186900
16:18:40.120,,37660,-65380,-187180
16:18:40.130,,28490,-64330,-185080
16:18:40.140,,24150,-59360,-185080
16:18:40.150,,23870,-53970,-185500
16:18:40.160,,27720,-50750,-185570
16:18:40.170,,33600,-49700,-186410
16:18:40.180,,39760,-49840,-187600
16:18:40.190,,44170,-50050,-189070
16:18:40.200,,43890,-49140,-190820
16:18:40.210,,39130,-47670,-191520
16:18:40.220,,31920,-45360,-190750
16:18:40.230,,24150,-40600,-191730
16:18:40.240,,19040,-33600,-194040
16:18:40.250,,20300,-27860,-204190
16:18:40.260,,34510,-28000,-209580
16:18:40.270,,42630,-32060,-212310
16:18:40.280,,46340,-38500,-213010
16:18:40.290,,44450,-45150,-212940
16:18:40.300,,38080,-48370,-212030
16:18:40.310,,27860,-46550,-209930
16:18:40.320,,15820,-40320,-208880
16:18:40.330,,7770,-31500,-208250
16:18:40.340,,8330,-22680,-206990
16:18:40.350,,16660,-17430,-205030
16:18:40.360,,25970,-17290,-202790
16:18:40.370,,30170,-20650,-199990
16:18:40.380,,25760,-18340,-196350
16:18:40.390,,2660,-8260,-199080
16:18:40.400,,3080,3570,-203910
16:18:40.410,,17990,9800,-207130
16:18:40.420,,37520,6860,-208040
16:18:40.430,,49560,-3290,-207060
16:18:40.440,,50470,-15470,-205100
16:18:40.450,,41160,-23730,-202090
16:18:40.460,,26530,-24990,-197470
16:18:40.470,,12320,-20440,-192080
16:18:40.480,,3080,-13230,-189000
16:18:40.490,,1750,-7280,-189350
16:18:40.500,,4690,-4830,-189910
16:18:40.510,,4130,-3850,-191800
16:18:40.520,,980,-2590,-193200
16:18:40.530,,-1540,1680,-193900
16:18:40.540,,2030,7140,-191170
16:18:40.550,,12670,10500,-189630
16:18:40.560,,21840,11690,-191520
16:18:40.570,,28140,10640,-191590
16:18:40.580,,28560,8750,-189560
16:18:40.590,,22890,8470,-186340
16:18:40.600,,13720,11550,-183890
16:18:40.610,,6860,16870,-182000
16:18:40.620,,7560,21070,-178780
16:18:40.630,,12390,21140,-175210
16:18:40.640,,19670,16800,-173530
16:18:40.650,,19460,18200,-174510
16:18:40.660,,17080,22960,-170870
16:18:40.670,,14630,28140,-163870
16:18:40.680,,11200,32830,-157360
16:18:40.690,,6510,34720,-150710
16:18:40.700,,1190,31150,-140210
16:18:40.710,,-2800,23170,-129010
16:18:40.720,,-8960,14560,-114030
16:18:40.841,,-3710,-21700,101010
16:18:40.842,,-3710,-21700,101010
16:18:40.844,,-3710,-21700,101010
16:18:40.845,,-5810,-21700,110390
16:18:40.846,,-5810,-21700,110390
16:18:40.848,,-5810,-21700,110390
16:18:40.849,,-5810,-21700,110390
16:18:40.850,,-5810,-21700,110390
16:18:40.852,,-5810,-21700,110390
16:18:40.853,,-5810,-21280,118230
16:18:40.855,,-4550,-21280,118230
16:18:40.856,,-4550,-21280,118230
16:18:40.857,,-4550,-21280,118230
16:18:40.860,,-4550,-21280,118230
16:18:40.870,,-2240,-20160,125160
16:18:40.880,,-2380,-18200,131110
16:18:40.890,,-3850,-16800,139510
16:18:40.900,,-12880,-17850,144130
16:18:40.910,,-18200,-19390,148260
16:18:40.920,,-21420,-20230,151340
16:18:40.930,,-22260,-20440,154420
16:18:40.940,,-22260,-20020,157570
16:18:40.950,,-22680,-18550,161770
16:18:40.960,,-23660,-16660,166390
16:18:40.970,,-24780,-14910,170240
16:18:40.980,,-25550,-13860,173670
16:18:40.990,,-25340,-12880,177940
16:18:41.000,,-23870,-11690,183120
16:18:41.010,,-22470,-10080,187390
16:18:41.020,,-20650,-5880,193550
16:18:41.030,,-17080,-4060,195720
16:18:41.040,,-16520,-1960,197540
16:18:41.050,,-15190,280,198100
16:18:41.060,,-14560,2380,199850
16:18:41.070,,-16450,3920,200550
16:18:41.080,,-19040,5880,200690
16:18:41.090,,-20300,8540,201320
16:18:41.100,,-19810,11200,201810
16:18:41.110,,-17430,12740,200760
16:18:41.120,,-13860,12320,198310
16:18:41.130,,-11410,11550,195650
16:18:41.140,,-11690,11690,193480
16:18:41.150,,-20510,9730,189000
16:18:41.160,,-27440,8190,186970
16:18:41.170,,-33810,7980,184800
16:18:41.180,,-38220,8120,182350
16:18:41.190,,-40040,8260,180810
16:18:41.200,,-39130,8610,180320
16:18:41.210,,-36960,9380,180040
16:18:41.220,,-32970,10990,179970
16:18:41.230,,-27440,12040,180460
16:18:41.240,,-20860,12250,180740
16:18:41.250,,-14420,11550,181370
16:18:41.260,,-9870,9940,182770
16:18:41.270,,-8960,8750,184660
16:18:41.280,,-17010,8470,189700
16:18:41.290,,-21420,9240,192570
16:18:41.300,,-23870,10920,195440
16:18:41.310,,-24570,13440,198730
16:18:41.320,,-22750,14840,201880
16:18:41.330,,-18200,14490,205660
16:18:41.340,,-12810,13370,211050
16:18:41.350,,-9240,11900,217350
16:18:41.360,,-8330,9940,223230
16:18:41.370,,-11340,9520,229250
16:18:41.380,,-18340,13650,234780
16:18:41.390,,-24010,20160,239260
16:18:41.400,,-24430,26320,242830
16:18:41.410,,-10850,35420,249900
16:18:41.420,,-3360,39690,252560
16:18:41.430,,280,42140,253190
16:18:41.440,,140,42840,251650
16:18:41.450,,-1330,44940,249130
16:18:41.460,,-1540,49910,244860
16:18:41.470,,-630,57050,237090
16:18:41.480,,840,65590,224560
16:18:41.490,,1330,73640,208880
16:18:41.500,,-1190,78750,193130
16:18:41.510,,-6580,80990,180530
16:18:41.520,,-12600,81830,172550
16:18:41.530,,-17360,83020,168560
16:18:41.540,,-17220,84210,164780
16:18:41.550,,-9100,82600,161350
16:18:41.560,,5600,82670,155330
16:18:41.570,,22680,82460,147420
16:18:41.580,,35630,80850,138810
16:18:41.590,,44240,77840,130130
16:18:41.600,,51940,73920,121450
16:18:41.610,,59080,70910,114450
16:18:41.620,,51660,72590,111160
16:18:41.630,,67830,68740,91980
16:18:41.640,,80640,68040,72240
16:18:41.650,,70490,68880,52220
16:18:41.660,,53270,63210,17500
16:18:41.670,,16380,35980,2310
16:18:41.680,,-6720,24010,-9100
16:18:41.690,,-13930,6790,-22680
16:18:41.700,,-5810,-10220,-39200
16:18:41.710,,8050,-26180,-52430
16:18:41.720,,23170,-41510,-62510
16:18:41.730,,33740,-54390,-72520
16:18:41.740,,34650,-63490,-83090
16:18:41.750,,28420,-69790,-92470
16:18:41.760,,17360,-72660,-98840
16:18:41.770,,4340,-72520,-104160
16:18:41.780,,-3570,-71610,-112000
16:18:41.790,,-2100,-69790,-133630
16:18:41.800,,11690,-70630,-143640
16:18:41.810,,21140,-73500,-152810
16:18:41.820,,30660,-77700,-160580
16:18:41.830,,38360,-82320,-166040
16:18:41.840,,44170,-88410,-169260
16:18:41.850,,47670,-94150,-170310
16:18:41.860,,47810,-97510,-171290
16:18:41.870,,45710,-98490,-173670
16:18:41.880,,44030,-98420,-177240
16:18:41.890,,42420,-98980,-182490
16:18:41.900,,39620,-100170,-188580
16:18:41.910,,36120,-101920,-195160
16:18:41.920,,28980,-108500,-208600
16:18:41.930,,27160,-108500,-212030
16:18:41.940,,27650,-103250,-212590
16:18:42.066,,17500,-26040,-200690
16:18:42.067,,17500,-26040,-200690
16:18:42.069,,17010,-27370,-199990
16:18:42.070,,17010,-27370,-199990
16:18:42.071,,17010,-27370,-199990
16:18:42.073,,17010,-27370,-199990
16:18:42.074,,17010,-27370,-199990
16:18:42.075,,17010,-27370,-199990
16:18:42.077,,17010,-27370,-199990
16:18:42.078,,11130,-26180,-199010
16:18:42.080,,11130,-26180,-199010
16:18:42.081,,11130,-26180,-199010
16:18:42.082,,11130,-26180,-199010
16:18:42.084,,11130,-26180,-199010
16:18:42.090,,6300,-23170,-198030
16:18:42.100,,7980,-19880,-196910
16:18:42.110,,17010,-19180,-194600
16:18:42.120,,29470,-21350,-190470
16:18:42.130,,39760,-24500,-187180
16:18:42.140,,44450,-28070,-185430
16:18:42.150,,41510,-31290,-183680
16:18:42.160,,33390,-32130,-180250
16:18:42.170,,23870,-30870,-174860
16:18:42.180,,7210,-19880,-165340
16:18:42.190,,10920,-12810,-163100
16:18:42.200,,24570,-10640,-160930
16:18:42.210,,40390,-14350,-158900
16:18:42.220,,49490,-20790,-156870
16:18:42.230,,48650,-26600,-154840
16:18:42.240,,35280,-29260,-153580
16:18:42.250,,11410,-27090,-153090
16:18:42.260,,-16100,-17430,-155890
16:18:42.270,,-30100,-2730,-163030
16:18:42.280,,-19180,9170,-169890
16:18:42.290,,8680,12040,-173880
16:18:42.300,,36610,6090,-175350
16:18:42.310,,53130,-12040,-171150
16:18:42.320,,39340,-14350,-164360
16:18:42.330,,13650,-10010,-157710
16:18:42.340,,-13370,2450,-155400
16:18:42.350,,-21910,18270,-158690
16:18:42.360,,-6440,28140,-162960
16:18:42.370,,21490,28420,-167440
16:18:42.380,,47390,22260,-170100
16:18:42.390,,60200,14140,-169890
16:18:42.400,,58100,7350,-167650
16:18:42.410,,46760,5810,-165340
16:18:42.420,,32480,10430,-168000
16:18:42.430,,22400,19040,-176050
16:18:42.440,,21140,16660,-181090
16:18:42.450,,19250,11480,-184310
16:18:42.460,,14140,7420,-185430
16:18:42.470,,5390,6860,-184590
16:18:42.480,,-3570,8260,-181720
16:18:42.490,,-10360,11200,-175700
16:18:42.500,,-17780,16030,-166600
16:18:42.510,,-17150,20020,-158060
16:18:42.520,,-10500,22260,-150290
16:18:42.530,,1610,23730,-141120
16:18:42.540,,14420,24850,-130060
16:18:42.550,,23380,24360,-115710
16:18:42.560,,24430,16870,-73430
16:18:42.570,,1820,13090,-47390
16:18:42.580,,-11620,10290,-23240
16:18:42.590,,-15960,5740,-1120
16:18:42.600,,-11970,-840,20230
16:18:42.610,,-6230,-8470,40810
16:18:42.620,,-4340,-15890,59990
16:18:42.630,,-6020,-20300,77980
16:18:42.640,,-8120,-20790,94710
16:18:42.650,,-8260,-20090,109620
16:18:42.660,,-6580,-19600,122220
16:18:42.670,,-3430,-19110,132860
16:18:42.680,,910,-18900,141260
16:18:42.690,,840,-18480,154070
16:18:42.700,,-4620,-17500,160230
16:18:42.710,,-11130,-17500,165830
16:18:42.720,,-15960,-17710,171010
16:18:42.730,,-19180,-17290,174860
16:18:42.740,,-21420,-17430,176610
16:18:42.750,,-21980,-18130,176330
16:18:42.760,,-21350,-18970,175770
16:18:42.770,,-20090,-19950,175770
16:18:42.780,,-19740,-20580,176400
16:18:42.790,,-20720,-20650,177940
16:18:42.800,,-23380,-20090,179690
16:18:42.810,,-28000,-18830,181370
16:18:42.820,,-35560,-14490,183330
16:18:42.830,,-34860,-12740,183820
16:18:42.840,,-33670,-12320,183820
16:18:42.850,,-34300,-12040,184870
16:18:42.860,,-35140,-10570,185780
16:18:42.870,,-35210,-8820,187040
16:18:42.880,,-35210,-7490,188930
16:18:42.890,,-35840,-6720,191800
16:18:42.900,,-37450,-5530,194390
16:18:42.910,,-38710,-3920,195650
16:18:42.920,,-37940,-3290,196140
16:18:42.930,,-35980,-3290,196280
16:18:42.940,,-34160,-3150,195580
16:18:42.950,,-33670,-4620,191730
16:18:42.960,,-36190,-6090,189490
16:18:42.970,,-41230,-6230,187390
16:18:42.980,,-47670,-3990,185570
16:18:42.990,,-52640,-1190,184030
16:18:43.000,,-54950,630,183330
16:18:43.010,,-53900,1330,183540
16:18:43.020,,-49910,980,184590
16:18:43.030,,-44520,140,186270
16:18:43.040,,-39970,-560,188580
16:18:43.050,,-37240,-770,191380
16:18:43.060,,-35980,560,193830
16:18:43.070,,-35070,3780,197610
16:18:43.080,,-33530,10920,197400
16:18:43.090,,-33880,14770,194670
16:18:43.100,,-33250,17920,189490
16:18:43.110,,-31570,19250,183960
16:18:43.120,,-31010,18410,177030
16:18:43.130,,-30730,15610,170730
16:18:43.251,,-13370,9310,131530
16:18:43.252,,-13370,9310,131530
16:18:43.254,,-13370,9310,131530
16:18:43.255,,-13370,9310,131530
16:18:43.257,,-16800,8680,127750
16:18:43.258,,-16800,8680,127750
16:18:43.259,,-16800,8680,127750
16:18:43.261,,-16800,8680,127750
16:18:43.262,,-16800,8680,127750
16:18:43.263,,-16800,8680,127750
16:18:43.265,,-16800,7490,124110
16:18:43.266,,-21350,7490,124110
16:18:43.268,,-21350,7490,124110
16:18:43.270,,-21350,7490,124110
16:18:43.280,,-25550,6720,119770
16:18:43.290,,-29540,6090,115220
16:18:43.300,,-35070,4970,112000
16:18:43.310,,-41860,3640,110250
16:18:43.320,,-49490,2100,109410
16:18:43.330,,-64470,-4060,109060
16:18:43.340,,-72520,-8050,107870
16:18:43.350,,-81410,-11410,106120
16:18:43.360,,-91630,-14280,103390
16:18:43.370,,-102270,-16800,99190
16:18:43.380,,-113820,-20930,93520
16:18:43.390,,-125650,-25340,87990
16:18:43.400,,-137970,-27860,83440
16:18:43.410,,-148540,-27440,81480
16:18:43.420,,-152250,-22330,83860
16:18:43.430,,-144900,-12950,87780
16:18:43.440,,-122920,-4060,90300
16:18:43.450,,-85610,2450,93870
16:18:43.460,,-25130,23520,97160
16:18:43.470,,-7210,32060,90720
16:18:43.480,,16240,32620,80850
16:18:43.490,,30590,34160,81760
16:18:43.500,,33740,39550,79660
16:18:43.510,,34230,43540,71540
16:18:43.520,,38570,44240,63770
16:18:43.530,,46550,42070,52570
16:18:43.540,,59500,40460,37660
16:18:43.550,,78610,41930,27860
16:18:43.560,,98210,44940,13930
16:18:43.570,,111860,42350,-1400
16:18:43.580,,114310,34230,-16450
16:18:43.590,,94710,18060,-41020
16:18:43.600,,84350,10710,-52080
16:18:43.610,,77210,3150,-61040
16:18:43.620,,72520,-4480,-68810
16:18:43.630,,70630,-12040,-76300
16:18:43.640,,71050,-18060,-82530
16:18:43.650,,73850,-22260,-88130
16:18:43.660,,77420,-26180,-95340
16:18:43.670,,80150,-30380,-103040
16:18:43.680,,80780,-33180,-110040
16:18:43.690,,79660,-34020,-115780
16:18:43.700,,80220,-34300,-119280
16:18:43.710,,82320,-34020,-129640
16:18:43.720,,83860,-35280,-132650
16:18:43.730,,81200,-37800,-135660
16:18:43.740,,76720,-39760,-140280
16:18:43.750,,71820,-40810,-145600
16:18:43.760,,68250,-42070,-150430
16:18:43.770,,66990,-43890,-155050
16:18:43.780,,68320,-46830,-160160
16:18:43.790,,70910,-50960,-165690
16:18:43.800,,71680,-54530,-170800
16:18:43.810,,70280,-56700,-175910
16:18:43.820,,67690,-58170,-181370
16:18:43.830,,61670,-59010,-186830
16:18:43.840,,52220,-58310,-191730
16:18:43.850,,40530,-51030,-193480
16:18:43.860,,42490,-47180,-195440
16:18:43.870,,45430,-46200,-196630
16:18:43.880,,47320,-47530,-195790
16:18:43.890,,48720,-49630,-192710
16:18:43.900,,48510,-50540,-193060
16:18:43.910,,41370,-47670,-193830
16:18:43.920,,34580,-43190,-193340
16:18:43.930,,30590,-36960,-192640
16:18:43.940,,29260,-29120,-192920
16:18:43.950,,30450,-22050,-192150
16:18:43.960,,33530,-18830,-189490
16:18:43.970,,35210,-21350,-180040
16:18:43.980,,26390,-20370,-175840
16:18:43.990,,21490,-15890,-172620
16:18:44.000,,24080,-9800,-169260
16:18:44.010,,35140,-5110,-166250
16:18:44.020,,51380,-4690,-163590
16:18:44.030,,66010,-9660,-161070
16:18:44.040,,72240,-18620,-159530
16:18:44.050,,65800,-28420,-158550
16:18:44.060,,46340,-36680,-156870
16:18:44.070,,18690,-39970,-156310
16:18:44.080,,-4480,-36330,-159600
16:18:44.090,,-9730,-31360,-163520
16:18:44.100,,18130,-35980,-169890
16:18:44.110,,28840,-42070,-170940
16:18:44.120,,27160,-46270,-170590
16:18:44.130,,10570,-46270,-169400
16:18:44.140,,-18060,-40810,-169960
16:18:44.150,,-47950,-29120,-175560
16:18:44.160,,-63210,-14490,-182770
16:18:44.170,,-56770,-3780,-186760
16:18:44.180,,-35770,490,-187390
16:18:44.190,,-11200,-2030,-185640
16:18:44.200,,4410,-8680,-181370
16:18:44.210,,3990,-14630,-176400
16:18:44.220,,-8610,-16030,-172900
16:18:44.230,,-32410,-5040,-169190
16:18:44.240,,-29750,2800,-167300
16:18:44.250,,-13930,5810,-164640
16:18:44.260,,5950,2730,-163660
16:18:44.270,,16380,-630,-163520
16:18:44.280,,15680,-2240,-163240
16:18:44.290,,8330,-980,-162470
16:18:44.300,,-5110,2870,-164150
16:18:44.310,,-17290,7840,-165690
16:18:44.320,,-20510,11270,-165410
16:18:44.330,,-16030,12390,-165200
16:18:44.340,,-7000,11340,-164220
16:18:44.466,,7000,25830,-85820
16:18:44.467,,7000,25830,-85820
16:18:44.469,,7000,25830,-85820
16:18:44.470,,7000,25830,-85820
16:18:44.471,,8890,18060,-71960
16:18:44.473,,8890,18060,-71960
16:18:44.474,,8890,18060,-71960
16:18:44.475,,8890,18060,-71960
16:18:44.477,,8890,18060,-71960
16:18:44.478,,8890,18060,-71960
16:18:44.479,,8890,18060,-71960
16:18:44.481,,10780,10430,-56840
16:18:44.482,,10780,10430,-56840
16:18:44.484,,10780,10430,-56840
16:18:44.490,,13300,4200,-41020
16:18:44.500,,15260,-770,-25130
16:18:44.510,,14350,-3710,-9590
16:18:44.520,,10570,-4900,4690
16:18:44.530,,6440,-5530,18830
16:18:44.540,,2730,-7210,33880
16:18:44.550,,-490,-9310,50050
16:18:44.560,,-2380,-11130,66430
16:18:44.570,,-1540,-12250,81130
16:18:44.580,,1610,-13020,94640
16:18:44.590,,5670,-13580,108220
16:18:44.600,,9730,-14420,121450
16:18:44.610,,12740,-17640,146790
16:18:44.620,,12250,-19460,158550
16:18:44.630,,10920,-20790,169050
16:18:44.640,,9590,-21070,177800
16:18:44.650,,7980,-19810,184240
16:18:44.660,,5670,-17570,188440
16:18:44.670,,2030,-14980,191310
16:18:44.680,,-3290,-12390,193200
16:18:44.690,,-10780,-9730,194810
16:18:44.700,,-19110,-6580,196210
16:18:44.710,,-24640,-3080,197820
16:18:44.720,,-26040,-70,200480
16:18:44.730,,-23310,1540,202860
16:18:44.740,,-13720,1610,206360
16:18:44.750,,-10360,1960,208040
16:18:44.760,,-7280,2310,208810
16:18:44.770,,-5670,2660,209160
16:18:44.780,,-6790,3500,209440
16:18:44.790,,-10430,5180,208320
16:18:44.800,,-14000,7490,206150
16:18:44.810,,-17080,9520,202370
16:18:44.820,,-20790,10430,197750
16:18:44.830,,-24290,10780,193480
16:18:44.840,,-27230,11690,189980
16:18:44.850,,-29750,13020,187950
16:18:44.860,,-31920,14840,185920
16:18:44.870,,-33460,16660,179410
16:18:44.880,,-32900,16590,175630
16:18:44.890,,-32480,17360,172060
16:18:44.900,,-31710,19110,169190
16:18:44.910,,-30590,21840,167440
16:18:44.920,,-29190,24150,166810
16:18:44.930,,-27790,24780,167230
16:18:44.940,,-27160,24220,168070
16:18:44.950,,-27370,23590,168280
16:18:44.960,,-26880,23240,167230
16:18:44.970,,-24220,23310,166950
16:18:44.980,,-21140,22960,167720
16:18:44.990,,-20160,22960,168980
16:18:45.000,,-29400,24500,175560
16:18:45.010,,-36190,26110,180740
16:18:45.020,,-40390,27930,185780
16:18:45.030,,-40950,30240,189490
16:18:45.040,,-38780,32480,191520
16:18:45.050,,-34510,33950,192780
16:18:45.060,,-28910,34160,194250
16:18:45.070,,-23520,32760,194740
16:18:45.080,,-20020,29260,192220
16:18:45.090,,-18410,24360,189910
16:18:45.100,,-20440,20650,188860
16:18:45.110,,-24920,19250,188440
16:18:45.120,,-27440,18970,187460
16:18:45.130,,-20160,19390,187810
16:18:45.140,,-13090,19110,188370
16:18:45.150,,-6440,17220,188440
16:18:45.160,,-1680,15400,188090
16:18:45.170,,1890,15190,187670
16:18:45.180,,5110,16590,187670
16:18:45.190,,4900,17920,187250
16:18:45.200,,770,19110,186480
16:18:45.210,,-5600,21000,183330
16:18:45.220,,-14000,24780,177800
16:18:45.230,,-24990,29680,171080
16:18:45.240,,-36540,33110,165690
16:18:45.250,,-43960,34860,162400
16:18:45.260,,-42070,32130,161140
16:18:45.270,,-37310,29050,158480
16:18:45.280,,-30870,26880,155190
16:18:45.290,,-23940,25200,150990
16:18:45.300,,-18410,22400,145110
16:18:45.310,,-15260,19600,137620
16:18:45.320,,-17080,16520,128170
16:18:45.330,,-25550,11760,117810
16:18:45.340,,-39410,6160,110110
16:18:45.350,,-55440,2940,109550
16:18:45.360,,-65730,1470,113190
16:18:45.370,,-68600,0,117040
16:18:45.380,,-63420,1820,129080
16:18:45.390,,-36540,2800,120470
16:18:45.400,,-9520,3290,106750
16:18:45.410,,-2870,4970,98210
16:18:45.420,,-16240,10220,92610
16:18:45.430,,-40110,17430,90720
16:18:45.440,,-56630,17640,84770
16:18:45.450,,-60760,14280,81340
