Sensors' Acquisition [Hz]: Acc@104.0 
hh:mm:ss.ms, Annotation , AccX [mg], AccY, AccZ
12:38:46.344,,-49,-1,-1013
12:38:46.354,,-49,0,-1011
12:38:46.364,,-50,0,-1012
12:38:46.374,,-48,-1,-1011
12:38:46.384,,-49,0,-1009
12:38:46.394,,-49,0,-1009
12:38:46.404,,-49,-1,-1009
12:38:46.414,,-49,0,-1009
12:38:46.424,,-49,0,-1008
12:38:46.434,>Stationary,,,
12:38:46.435,,-48,-1,-1009
12:38:46.444,,-48,-1,-1010
12:38:46.454,,-49,0,-1007
12:38:46.464,,-50,0,-1008
12:38:46.474,,-49,0,-1007
12:38:46.484,,-49,0,-1007
12:38:46.494,,-49,0,-1009
12:38:46.504,,-50,0,-1008
12:38:46.514,,-50,0,-1007
12:38:46.524,,-49,0,-1007
12:38:46.534,,-49,0,-1007
12:38:46.544,,-49,-1,-1007
12:38:46.554,,-50,0,-1007
12:38:46.564,,-49,0,-1006
12:38:46.574,,-49,-1,-1005
12:38:46.584,,-49,0,-1007
12:38:46.594,,-49,0,-1006
12:38:46.604,,-48,-1,-1007
12:38:46.614,,-49,0,-1007
12:38:46.624,,-50,-1,-1006
12:38:46.634,,-49,0,-1006
12:38:46.644,,-49,0,-1005
12:38:46.654,,-50,0,-1005
12:38:46.664,,-49,0,-1006
12:38:46.674,,-49,0,-1006
12:38:46.684,,-49,0,-1006
12:38:46.694,,-50,0,-1006
12:38:46.704,,-48,0,-1006
12:38:46.714,,-49,0,-1005
12:38:46.724,,-49,-1,-1004
12:38:46.734,,-48,5,-1036
12:38:46.744,,-63,33,-1144
12:38:46.754,,-52,14,-1094
12:38:46.764,,-72,-2,-936
12:38:46.774,,-156,2,-605
12:38:46.784,,-78,158,-704
12:38:46.794,,-55,57,-1187
12:38:46.804,,-11,54,-690
12:38:46.814,,7,8,-1105
12:38:46.824,,-9,-16,-1053
12:38:46.834,,-29,-92,-1023
