Sensors' Acquisition [Hz]: Acc@104.0 
hh:mm:ss.ms, Annotation , AccX [mg], AccY, AccZ
17:18:42.342,,-669,675,220
17:18:42.352,,-683,681,210
17:18:42.362,,-687,684,207
17:18:42.372,,-680,680,218
17:18:42.382,,-672,667,222
17:18:42.392,,-669,672,235
17:18:42.402,,-679,690,246
17:18:42.412,,-695,710,253
17:18:42.422,,-701,723,247
17:18:42.432,>Stationary,,,
17:18:42.433,,-704,727,228
17:18:42.442,,-694,726,222
17:18:42.453,,-669,699,246
17:18:42.462,,-663,696,251
17:18:42.473,,-666,694,256
17:18:42.482,,-666,691,256
17:18:42.493,,-670,698,256
17:18:42.502,,-671,696,258
17:18:42.512,,-666,688,268
17:18:42.522,,-660,682,270
17:18:42.532,,-656,679,263
17:18:42.542,,-655,676,260
17:18:42.552,,-658,676,264
17:18:42.562,,-661,674,262
17:18:42.572,,-666,674,260
17:18:42.582,,-674,675,256
17:18:42.592,,-673,666,248
17:18:42.602,,-673,666,250
17:18:42.612,,-674,666,260
17:18:42.622,,-674,666,271
17:18:42.632,,-669,664,281
17:18:42.642,,-670,664,284
17:18:42.652,,-676,667,278
17:18:42.662,,-682,671,269
17:18:42.672,,-681,675,264
17:18:42.682,,-682,677,268
17:18:42.692,,-688,678,274
17:18:42.702,,-687,674,275
17:18:42.712,,-680,666,279
17:18:42.722,,-670,652,286
17:18:42.732,,-673,648,290
17:18:42.742,,-674,647,291
17:18:42.752,,-672,648,287
17:18:42.762,,-674,647,289
17:18:42.772,,-674,649,290
17:18:42.782,,-681,642,290
17:18:42.792,,-679,653,292
17:18:42.802,,-689,661,284
17:18:42.812,,-692,655,286
17:18:42.822,,-692,658,289
17:18:42.832,,-692,651,294
17:18:42.842,,-694,649,307
17:18:42.852,,-714,666,302
17:18:42.862,,-733,667,299
17:18:42.872,,-726,671,300
17:18:42.882,,-723,664,301
17:18:42.892,,-722,668,301
17:18:42.902,,-725,669,300
17:18:42.912,,-722,667,298
17:18:42.922,,-719,661,303
17:18:42.932,,-713,658,302
17:18:42.942,,-705,651,296
17:18:42.952,,-701,641,292
17:18:42.962,,-696,636,292
17:18:42.972,,-693,612,290
17:18:42.982,,-684,603,304
17:18:42.992,,-686,611,305
17:18:43.002,,-689,604,307
17:18:43.012,,-690,608,307
17:18:43.022,,-693,613,304
17:18:43.032,,-690,614,303
17:18:43.042,,-692,616,305
17:18:43.052,,-685,633,308
17:18:43.062,,-686,648,307
17:18:43.072,,-715,639,313
17:18:43.082,,-712,645,322
17:18:43.092,,-726,636,323
17:18:43.102,,-719,623,323
17:18:43.112,,-731,621,316
17:18:43.122,,-724,619,313
17:18:43.132,,-716,610,311
17:18:43.142,,-707,610,309
17:18:43.152,,-696,597,308
17:18:43.162,,-679,592,307
17:18:43.172,,-677,588,306
17:18:43.182,,-669,592,308
17:18:43.192,,-674,602,311
17:18:43.202,,-678,612,316
17:18:43.212,,-682,613,314
17:18:43.222,,-682,627,314
17:18:43.232,,-691,630,316
17:18:43.242,,-693,632,320
17:18:43.252,,-693,632,326
17:18:43.262,,-690,626,329
17:18:43.272,,-681,626,329
17:18:43.282,,-683,624,324
17:18:43.292,,-678,621,320
17:18:43.302,,-677,618,319
17:18:43.312,,-669,615,318
17:18:43.322,,-669,615,323
17:18:43.332,,-660,610,329
17:18:43.342,,-656,611,331
17:18:43.352,,-659,617,333
17:18:43.362,,-657,632,343
17:18:43.372,,-661,641,341
17:18:43.382,,-669,650,336
17:18:43.392,,-675,661,330
17:18:43.402,,-684,660,327
17:18:43.412,,-690,678,338
17:18:43.422,,-708,685,328
17:18:43.432,,-724,689,313
17:18:43.442,,-734,694,308
17:18:43.452,,-752,699,301
17:18:43.462,,-758,702,302
17:18:43.472,,-756,704,287
17:18:43.482,,-752,687,309
17:18:43.492,,-720,669,298
17:18:43.502,,-695,656,277
17:18:43.512,,-673,646,264
17:18:43.522,,-652,641,263
17:18:43.532,,-635,636,274
17:18:43.542,,-621,631,280
17:18:43.552,,-602,636,294
17:18:43.562,,-599,629,294
17:18:43.572,,-600,633,298
17:18:43.582,,-616,648,295
17:18:43.592,,-633,654,288
17:18:43.602,,-650,686,289
17:18:43.612,,-691,703,275
17:18:43.622,,-714,694,275
17:18:43.632,,-701,693,276
17:18:43.642,,-686,666,260
17:18:43.652,,-679,670,264
17:18:43.662,,-703,660,268
17:18:43.672,,-689,678,296
17:18:43.682,,-688,670,271
17:18:43.692,,-705,658,244
17:18:43.702,,-695,654,247
17:18:43.712,,-664,677,252
17:18:43.722,,-654,669,218
17:18:43.732,,-663,666,226
17:18:43.742,,-659,678,239
17:18:43.752,,-654,680,232
17:18:43.762,,-656,682,233
17:18:43.772,,-654,682,226
17:18:43.782,,-655,680,222
17:18:43.792,,-651,680,226
17:18:43.802,,-654,679,229
17:18:43.812,,-650,676,239
17:18:43.934,,-639,734,253
17:18:43.935,,-639,734,253
17:18:43.936,,-639,734,253
17:18:43.938,,-630,726,266
17:18:43.939,,-630,726,266
17:18:43.940,,-630,726,266
17:18:43.942,,-630,726,266
17:18:43.943,,-630,726,266
17:18:43.945,,-630,726,266
17:18:43.946,,-630,726,266
17:18:43.947,,-621,718,271
17:18:43.949,,-621,718,271
17:18:43.950,,-621,718,271
17:18:43.952,,-621,718,271
17:18:43.962,,-615,710,265
17:18:43.972,,-626,714,254
17:18:43.982,,-613,702,233
17:18:43.992,,-637,728,240
17:18:44.002,,-644,734,227
17:18:44.012,,-642,732,222
17:18:44.022,,-645,737,216
17:18:44.032,,-650,737,224
17:18:44.042,,-645,729,225
17:18:44.052,,-654,728,233
17:18:44.062,,-663,733,235
17:18:44.072,,-666,738,242
17:18:44.082,,-672,735,247
17:18:44.092,,-676,734,250
17:18:44.102,,-678,735,249
17:18:44.112,,-678,733,246
17:18:44.122,,-674,731,240
17:18:44.132,,-671,727,243
17:18:44.142,,-662,720,242
17:18:44.152,,-655,716,237
17:18:44.162,,-650,714,237
17:18:44.172,,-646,711,237
17:18:44.182,,-637,707,238
17:18:44.192,,-633,711,236
17:18:44.202,,-636,716,238
17:18:44.212,,-638,722,242
17:18:44.222,,-650,733,241
17:18:44.232,,-657,741,242
17:18:44.242,,-650,735,248
17:18:44.252,,-646,728,243
17:18:44.262,,-653,729,243
17:18:44.272,,-652,726,242
17:18:44.282,,-651,722,249
17:18:44.292,,-651,719,252
17:18:44.302,,-647,713,249
17:18:44.312,,-645,709,243
17:18:44.322,,-646,706,239
17:18:44.332,,-647,703,235
17:18:44.342,,-645,705,240
17:18:44.352,,-646,694,245
17:18:44.362,,-647,690,242
17:18:44.372,,-647,690,232
17:18:44.382,,-646,688,221
17:18:44.392,,-647,690,212
17:18:44.402,,-648,695,207
17:18:44.412,,-654,704,209
17:18:44.422,,-660,707,217
17:18:44.432,,-664,709,221
17:18:44.442,,-665,710,222
17:18:44.452,,-672,717,219
17:18:44.462,,-675,723,213
17:18:44.472,,-677,731,211
17:18:44.482,,-682,729,219
17:18:44.492,,-675,730,230
17:18:44.502,,-675,722,234
17:18:44.512,,-668,705,229
17:18:44.522,,-678,692,231
17:18:44.532,,-663,716,241
17:18:44.542,,-682,701,206
17:18:44.552,,-685,704,208
17:18:44.562,,-682,697,207
17:18:44.572,,-676,702,223
17:18:44.582,,-657,719,227
17:18:44.592,,-670,702,185
17:18:44.602,,-672,708,181
17:18:44.612,,-668,717,168
17:18:44.622,,-663,721,155
17:18:44.632,,-657,724,151
17:18:44.642,,-657,726,162
17:18:44.652,,-659,727,163
17:18:44.662,,-658,725,168
17:18:44.672,,-657,723,168
17:18:44.682,,-665,729,159
17:18:44.692,,-662,728,143
17:18:44.702,,-658,731,119
17:18:44.712,,-664,734,108
17:18:44.722,,-668,740,106
17:18:44.732,,-669,742,112
17:18:44.742,,-674,744,123
17:18:44.752,,-676,739,134
17:18:44.762,,-674,738,144
17:18:44.772,,-659,717,151
17:18:44.782,,-653,709,162
17:18:44.792,,-657,707,168
17:18:44.802,,-660,710,178
17:18:44.812,,-664,709,179
17:18:44.822,,-669,713,176
17:18:44.832,,-670,717,170
17:18:44.842,,-671,718,162
17:18:44.852,,-670,714,158
17:18:44.862,,-664,708,157
17:18:44.872,,-661,703,156
17:18:44.882,,-659,699,149
17:18:44.892,,-659,695,132
17:18:44.902,,-669,696,124
17:18:44.912,,-674,699,122
17:18:44.922,,-683,704,124
17:18:44.932,,-698,708,127
17:18:44.942,,-713,713,130
17:18:44.952,,-721,713,130
17:18:44.962,,-723,711,124
17:18:44.972,,-723,703,117
17:18:44.982,,-719,693,114
17:18:44.992,,-714,681,120
17:18:45.002,,-716,672,132
17:18:45.012,,-718,665,144
17:18:45.022,,-721,667,161
17:18:45.032,,-730,668,167
17:18:45.042,,-728,668,169
17:18:45.052,,-731,670,169
17:18:45.062,,-728,668,165
17:18:45.072,,-728,671,170
17:18:45.082,,-732,674,182
17:18:45.092,,-741,680,197
17:18:45.102,,-749,683,204
17:18:45.112,,-751,681,207
17:18:45.122,,-744,673,204
17:18:45.132,,-731,661,197
17:18:45.142,,-717,650,198
17:18:45.152,,-697,631,206
17:18:45.162,,-692,627,207
17:18:45.172,,-690,623,206
17:18:45.182,,-690,622,201
17:18:45.192,,-695,622,196
17:18:45.202,,-703,625,188
17:18:45.212,,-714,630,173
17:18:45.222,,-726,633,163
17:18:45.232,,-742,638,158
17:18:45.242,,-750,636,159
17:18:45.252,,-753,627,157
17:18:45.262,,-747,627,161
17:18:45.272,,-751,617,154
17:18:45.282,,-748,614,162
17:18:45.292,,-746,615,168
17:18:45.302,,-747,617,174
17:18:45.312,,-746,615,184
17:18:45.322,,-739,613,196
17:18:45.332,,-734,605,211
17:18:45.458,,-727,629,277
17:18:45.460,,-727,629,277
17:18:45.461,,-727,629,277
17:18:45.462,,-727,629,277
17:18:45.464,,-727,629,277
17:18:45.465,,-727,629,277
17:18:45.467,,-727,629,277
17:18:45.468,,-718,619,285
17:18:45.469,,-718,619,285
17:18:45.471,,-718,619,285
17:18:45.472,,-718,619,285
17:18:45.473,,-718,619,285
17:18:45.475,,-718,619,285
17:18:45.476,,-718,619,285
17:18:45.482,,-707,613,288
17:18:45.492,,-691,608,284
17:18:45.502,,-683,606,279
17:18:45.512,,-679,605,274
17:18:45.522,,-676,603,269
17:18:45.532,,-676,615,272
17:18:45.542,,-682,610,273
17:18:45.552,,-692,615,277
17:18:45.562,,-701,617,289
17:18:45.572,,-709,619,300
17:18:45.582,,-719,617,302
17:18:45.592,,-722,626,306
17:18:45.602,,-731,620,294
17:18:45.612,,-731,621,289
17:18:45.622,,-731,622,289
17:18:45.632,,-726,616,295
17:18:45.642,,-715,606,297
17:18:45.652,,-705,597,298
17:18:45.662,,-700,598,270
17:18:45.672,,-718,606,271
17:18:45.682,,-721,614,273
17:18:45.692,,-722,612,280
17:18:45.702,,-721,607,283
17:18:45.712,,-720,610,292
17:18:45.722,,-730,612,278
17:18:45.732,,-740,615,270
17:18:45.742,,-752,625,265
17:18:45.752,,-763,633,260
17:18:45.762,,-769,639,257
17:18:45.772,,-773,648,256
17:18:45.782,,-775,648,253
17:18:45.792,,-755,644,246
17:18:45.802,,-747,645,240
17:18:45.812,,-744,647,235
17:18:45.822,,-735,641,230
17:18:45.832,,-719,633,224
17:18:45.842,,-713,622,220
17:18:45.852,,-702,616,216
17:18:45.862,,-695,611,216
17:18:45.872,,-691,608,215
17:18:45.882,,-687,612,215
17:18:45.892,,-687,619,211
17:18:45.902,,-691,631,206
17:18:45.912,,-697,646,199
17:18:45.922,,-718,678,189
17:18:45.932,,-717,680,179
17:18:45.942,,-710,678,172
17:18:45.952,,-703,681,177
17:18:45.962,,-689,670,181
17:18:45.972,,-679,670,195
17:18:45.982,,-686,674,203
17:18:45.992,,-687,678,208
17:18:46.002,,-689,681,203
17:18:46.012,,-691,683,195
17:18:46.022,,-688,683,200
17:18:46.032,,-690,683,205
17:18:46.042,,-693,687,213
17:18:46.052,,-701,695,224
17:18:46.062,,-696,695,232
17:18:46.072,,-688,695,239
17:18:46.082,,-687,691,243
17:18:46.092,,-684,696,247
17:18:46.102,,-678,694,245
17:18:46.112,,-681,696,244
17:18:46.122,,-680,692,236
17:18:46.132,,-681,688,228
17:18:46.142,,-679,682,223
17:18:46.152,,-682,681,220
17:18:46.162,,-681,679,224
17:18:46.172,,-673,679,226
17:18:46.182,,-671,684,221
17:18:46.192,,-672,687,222
17:18:46.202,,-662,689,223
17:18:46.212,,-663,693,222
17:18:46.222,,-665,684,229
17:18:46.232,,-654,699,228
17:18:46.242,,-677,705,220
17:18:46.252,,-693,716,225
17:18:46.262,,-698,718,219
17:18:46.272,,-695,711,215
17:18:46.282,,-690,704,217
17:18:46.292,,-688,700,218
17:18:46.302,,-677,694,231
17:18:46.312,,-661,685,234
17:18:46.322,,-659,686,235
17:18:46.332,,-657,689,239
17:18:46.342,,-661,698,237
17:18:46.352,,-663,701,233
17:18:46.362,,-661,700,224
17:18:46.372,,-662,699,221
17:18:46.382,,-660,695,222
17:18:46.392,,-657,694,226
17:18:46.402,,-658,694,231
17:18:46.412,,-660,699,235
17:18:46.422,,-660,699,238
17:18:46.432,,-661,706,238
17:18:46.442,,-660,708,238
17:18:46.452,,-663,711,238
17:18:46.462,,-664,714,238
17:18:46.472,,-659,708,242
17:18:46.482,,-653,704,250
17:18:46.492,,-653,702,258
17:18:46.502,,-651,701,256
17:18:46.512,,-651,698,252
17:18:46.522,,-653,700,248
17:18:46.532,,-658,701,246
17:18:46.542,,-660,699,246
17:18:46.552,,-656,703,256
17:18:46.562,,-667,698,243
17:18:46.572,,-670,698,238
17:18:46.582,,-679,700,235
17:18:46.592,,-678,697,235
17:18:46.602,,-674,695,232
17:18:46.612,,-667,694,230
17:18:46.622,,-667,693,229
17:18:46.632,,-668,695,233
17:18:46.642,,-661,694,238
17:18:46.652,,-659,695,245
17:18:46.662,,-658,696,248
17:18:46.672,,-656,694,248
17:18:46.682,,-654,699,252
17:18:46.692,,-661,696,251
17:18:46.702,,-663,699,248
17:18:46.712,,-666,704,247
17:18:46.722,,-665,704,251
17:18:46.732,,-660,703,255
17:18:46.742,,-658,702,260
17:18:46.752,,-653,699,267
17:18:46.762,,-651,697,268
17:18:46.772,,-650,695,268
17:18:46.782,,-650,697,265
17:18:46.792,,-652,699,264
17:18:46.802,,-652,700,267
