Sensors' Acquisition [Hz]: Gyro@104.0 
hh:mm:ss.ms, Annotation , GyroX [mdps], GyroY, GyroZ
16:21:15.167,,58940,-3430,8260
16:21:15.177,,55300,-2240,8050
16:21:15.187,,48020,0,9870
16:21:15.197,,41790,2380,12600
16:21:15.207,,33110,4900,19110
16:21:15.217,,30310,5460,21210
16:21:15.227,,29890,5530,23310
16:21:15.237,,32060,5110,25410
16:21:15.247,,33740,4620,27370
16:21:15.257,,33670,4760,29680
16:21:15.267,,32830,5530,31780
16:21:15.277,,30940,6860,33320
16:21:15.287,,28070,9100,35350
16:21:15.297,,24360,12110,37450
16:21:15.307,,20160,15120,39130
16:21:15.317,,15960,17570,40320
16:21:15.327,,12390,19110,41720
16:21:15.337,,6300,19390,41300
16:21:15.347,,5110,18130,40390
16:21:15.357,,4410,16030,39620
16:21:15.367,,3290,13650,39200
16:21:15.377,,2380,11550,38990
16:21:15.387,,1750,9870,38780
16:21:15.397,,1540,8750,38290
16:21:15.407,,2450,7630,37590
16:21:15.417,,4690,6370,37030
16:21:15.427,,8050,5110,36750
16:21:15.437,,11760,4200,36680
16:21:15.447,,14770,4270,37100
16:21:15.457,,16380,5460,38150
16:21:15.467,,16380,9870,38220
16:21:15.477,,15470,11830,37730
16:21:15.487,,14350,13300,36050
16:21:15.497,,13300,14770,33460
16:21:15.507,,11060,15820,29820
16:21:15.517,,8680,15680,25410
16:21:15.527,,7700,13580,21140
16:21:15.537,,7700,10920,18060
16:21:15.547,,7770,9240,16870
16:21:15.557,,5950,8960,16590
16:21:15.713,,1960,-2030,-32690
16:21:15.714,,1960,-2030,-32690
16:21:15.716,,1960,-2030,-32690
16:21:15.717,,910,-2730,-36330
16:21:15.719,,910,-2730,-36330
16:21:15.720,,910,-2730,-36330
16:21:15.721,,910,-2730,-36330
16:21:15.723,,910,-2730,-36330
16:21:15.724,,910,-2730,-36330
16:21:15.725,,910,-2730,-36330
16:21:15.727,,1330,-3780,-39620
16:21:15.728,,1330,-3780,-39620
16:21:15.730,,1330,-3780,-39620
16:21:15.731,,1330,-3780,-39620
16:21:15.732,,1330,-3780,-39620
16:21:15.734,,1330,-3780,-39620
16:21:15.735,,1330,-3780,-39620
16:21:15.737,,2590,-5250,-42700
16:21:15.747,,3920,-6580,-45640
16:21:15.757,,4970,-7910,-48580
16:21:15.767,,5390,-9030,-51380
16:21:15.777,,5180,-10010,-53970
16:21:15.787,,4130,-10780,-56350
16:21:15.797,,2870,-11760,-58730
16:21:15.807,,1890,-12950,-60690
16:21:15.817,,770,-14140,-62300
16:21:15.827,,-350,-15610,-63490
16:21:15.837,,-1190,-17010,-64330
16:21:15.847,,-420,-18550,-63910
16:21:15.857,,1400,-19390,-62510
16:21:15.867,,2800,-19810,-60480
16:21:15.877,,2870,-19810,-57820
16:21:15.887,,1470,-19740,-54390
16:21:15.897,,-980,-19810,-49840
16:21:15.907,,-3430,-20650,-44520
16:21:15.917,,-5810,-22890,-38990
16:21:15.927,,-8610,-25690,-33180
16:21:15.937,,-12320,-27580,-27020
16:21:15.947,,-16100,-27930,-20510
16:21:15.957,,-18620,-27580,-14560
16:21:15.967,,-19740,-27160,-9800
16:21:15.977,,-20510,-26320,-4130
16:21:15.987,,-21420,-25410,-2520
16:21:15.997,,-21910,-24010,-1400
16:21:16.007,,-21910,-22120,-770
16:21:16.017,,-22470,-19390,-630
16:21:16.027,,-23870,-16100,-1610
16:21:16.037,,-25200,-13440,-4480
16:21:16.047,,-26320,-11970,-9520
16:21:16.057,,-26670,-11620,-15610
16:21:16.067,,-25550,-12390,-21490
16:21:16.077,,-23380,-13860,-26670
16:21:16.087,,-21000,-15540,-30730
16:21:16.097,,-19180,-16100,-35070
16:21:16.107,,-21070,-12880,-36190
16:21:16.117,,-23940,-9170,-36750
16:21:16.127,,-25970,-4690,-36960
16:21:16.137,,-25760,-1190,-37520
16:21:16.147,,-23240,1050,-38850
16:21:16.157,,-18410,2240,-40670
16:21:16.167,,-12810,2870,-42840
16:21:16.177,,-7770,3640,-45010
16:21:16.187,,-4130,4620,-45990
16:21:16.197,,-1400,5600,-44940
16:21:16.207,,350,6650,-41650
16:21:16.217,,350,7420,-36820
16:21:16.227,,-630,7560,-25200
16:21:16.237,,-3360,6020,-19040
16:21:16.247,,-3710,3290,-12950
16:21:16.257,,-2240,-490,-7560
16:21:16.267,,1050,-4970,-3640
16:21:16.277,,5740,-9240,-1050
16:21:16.287,,11830,-12180,1050
16:21:16.297,,18900,-13440,3780
16:21:16.307,,26810,-13370,7140
16:21:16.317,,35070,-12320,10710
16:21:16.327,,43190,-10780,14000
16:21:16.337,,50120,-9310,16940
16:21:16.347,,55510,-8540,19740
16:21:16.357,,58870,-10150,24710
16:21:16.367,,59920,-12040,26880
16:21:16.377,,58940,-14000,28980
16:21:16.387,,57680,-15260,31080
16:21:16.397,,56350,-15540,33250
16:21:16.407,,55580,-14980,35770
16:21:16.417,,55650,-13860,39200
16:21:16.427,,55650,-11900,43470
16:21:16.437,,54670,-9170,47950
16:21:16.447,,52640,-6160,52220
16:21:16.457,,50190,-3290,56140
16:21:16.467,,47740,-1260,59920
16:21:16.477,,45150,70,63700
16:21:16.487,,41370,-210,70630
16:21:16.497,,38780,-2450,71540
16:21:16.507,,35840,-2240,74270
16:21:16.517,,34370,-2170,76300
16:21:16.527,,32830,-2380,78470
16:21:16.537,,30450,-2030,80010
16:21:16.547,,29610,-1400,81340
16:21:16.557,,30660,-630,82250
16:21:16.567,,32340,70,82740
16:21:16.577,,33950,840,83300
16:21:16.587,,36050,1890,83930
16:21:16.597,,38360,2240,84350
16:21:16.607,,39970,2170,84000
16:21:16.617,,43750,3080,83020
16:21:16.627,,46200,3990,82740
16:21:16.637,,46900,5110,81760
16:21:16.647,,45080,6230,80080
16:21:16.657,,41860,6930,78260
16:21:16.667,,38430,7350,76790
16:21:16.677,,35070,7350,76090
16:21:16.687,,32550,6230,76160
16:21:16.697,,30590,4690,76580
16:21:16.707,,27440,4340,76580
16:21:16.717,,23380,5880,75950
16:21:16.727,,18620,8610,74620
16:21:16.737,,13790,11480,72590
16:21:16.747,,6090,16100,67690
16:21:16.757,,4200,16940,64050
16:21:16.767,,3850,16660,57050
16:21:16.777,,7280,13790,52710
16:21:16.787,,12600,9240,51310
16:21:16.797,,17640,4620,49350
16:21:16.807,,22470,1470,46410
16:21:16.817,,26670,-980,43890
16:21:16.827,,29400,-2450,42350
16:21:16.977,,-16520,-1260,-42630
16:21:16.979,,-17290,-1820,-45990
16:21:16.980,,-17290,-1820,-45990
16:21:16.982,,-17290,-1820,-45990
16:21:16.983,,-17290,-1820,-45990
16:21:16.984,,-17290,-1820,-45990
16:21:16.986,,-17290,-1820,-45990
16:21:16.987,,-17290,-1820,-45990
16:21:16.988,,-15260,-2170,-51100
16:21:16.990,,-15260,-2170,-51100
16:21:16.991,,-15260,-2170,-51100
16:21:16.992,,-15260,-2170,-51100
16:21:16.994,,-15260,-2170,-51100
16:21:16.995,,-15260,-2170,-51100
16:21:16.997,,-15260,-2170,-51100
16:21:16.998,,-12040,-3780,-58310
16:21:16.999,,-12040,-3780,-58310
16:21:17.007,,-12040,-1190,-60830
16:21:17.017,,-11340,1820,-63630
16:21:17.027,,-8540,2100,-67130
16:21:17.037,,-7840,3430,-70210
16:21:17.047,,-8190,5740,-72660
16:21:17.057,,-10500,7770,-75460
16:21:17.067,,-13300,8960,-78820
16:21:17.077,,-17220,9170,-82390
16:21:17.087,,-22960,9170,-86100
16:21:17.097,,-29820,9170,-90300
16:21:17.107,,-36750,9310,-95410
16:21:17.117,,-42560,9380,-100800
16:21:17.127,,-49700,8400,-109970
16:21:17.137,,-53060,8050,-112420
16:21:17.147,,-57050,8750,-112350
16:21:17.157,,-60620,9590,-110180
16:21:17.167,,-61530,9660,-107170
16:21:17.177,,-59010,9030,-104580
16:21:17.187,,-53200,7420,-103320
16:21:17.197,,-46060,5880,-103110
16:21:17.207,,-39410,5180,-102620
16:21:17.217,,-35070,5810,-100940
16:21:17.227,,-33460,7350,-98280
16:21:17.237,,-33810,9170,-94500
16:21:17.247,,-35070,10080,-89460
16:21:17.257,,-34650,3990,-76090
16:21:17.267,,-35070,-1330,-69370
16:21:17.277,,-36960,-5810,-63700
16:21:17.287,,-40180,-8400,-59290
16:21:17.297,,-44380,-9170,-57120
16:21:17.307,,-47390,-9520,-56000
16:21:17.317,,-50400,-8050,-55510
16:21:17.327,,-48020,-8260,-55790
16:21:17.337,,-41300,-10150,-56630
16:21:17.347,,-34720,-11620,-57190
16:21:17.357,,-29820,-12390,-57540
16:21:17.367,,-26040,-12670,-57750
16:21:17.377,,-23730,-12600,-57750
16:21:17.387,,-22890,-11200,-54250
16:21:17.397,,-21070,-12390,-52990
16:21:17.407,,-19460,-13300,-48720
16:21:17.417,,-14980,-14630,-44170
16:21:17.427,,-8330,-17080,-38500
16:21:17.437,,-980,-19320,-32340
16:21:17.447,,5250,-20720,-25830
16:21:17.457,,10850,-19530,-20160
16:21:17.467,,15540,-16380,-16730
16:21:17.477,,19390,-12320,-15120
16:21:17.487,,22960,-7560,-14280
16:21:17.497,,27370,-3010,-14210
16:21:17.507,,30870,630,-14070
16:21:17.517,,33390,5250,-12110
16:21:17.527,,29470,8470,-8610
16:21:17.537,,21210,12950,-3710
16:21:17.547,,10640,17920,2450
16:21:17.557,,560,21630,9170
16:21:17.567,,-7490,23730,15960
16:21:17.577,,-12600,23660,22190
16:21:17.587,,-13860,21140,27720
16:21:17.597,,-11550,16800,32550
16:21:17.607,,-7420,11970,36470
16:21:17.617,,-1820,7070,39480
16:21:17.627,,5250,1680,41650
16:21:17.637,,11550,-3080,45290
16:21:17.647,,19530,-7700,47810
16:21:17.657,,22680,-8960,50820
16:21:17.667,,25060,-10360,54390
16:21:17.677,,26600,-11900,58100
16:21:17.687,,26600,-12810,62300
16:21:17.697,,28980,-13440,64400
16:21:17.707,,33040,-14910,62160
16:21:17.717,,36330,-14770,62160
16:21:17.727,,41720,-15610,62300
16:21:17.737,,47810,-18340,60970
16:21:17.747,,52150,-20580,59220
16:21:17.757,,53620,-21560,58940
16:21:17.767,,53200,-21350,60970
16:21:17.777,,50260,-20440,61530
16:21:17.787,,48510,-18900,61530
16:21:17.797,,46900,-17080,61810
16:21:17.807,,45570,-15120,62300
16:21:17.817,,44940,-13300,62230
16:21:17.827,,45640,-11690,61740
16:21:17.837,,46480,-10290,61670
16:21:17.847,,47040,-9310,62720
16:21:17.857,,47810,-8820,63840
16:21:17.867,,49000,-8330,64540
16:21:17.877,,50190,-8050,65310
16:21:17.887,,50470,-7840,66360
16:21:17.897,,49490,-7910,69580
16:21:17.907,,46970,-5740,72590
16:21:17.917,,43260,-1540,75110
16:21:17.927,,35280,4620,75040
16:21:17.937,,28280,9590,77280
16:21:17.947,,20720,12460,79240
16:21:17.957,,12600,14840,79590
16:21:17.967,,7210,15400,78820
16:21:17.977,,4550,12250,79170
16:21:17.987,,5740,7000,81270
16:21:17.997,,8400,2450,84280
16:21:18.007,,10220,1330,86800
16:21:18.017,,9940,3220,86730
16:21:18.027,,2170,10010,78330
16:21:18.037,,-2100,11550,72310
16:21:18.047,,-3360,10150,66360
16:21:18.057,,-700,5670,60760
16:21:18.067,,5670,-700,55860
16:21:18.077,,13790,-7770,52010
16:21:18.234,,44870,-21490,-10220
16:21:18.235,,44870,-21490,-10220
16:21:18.236,,44870,-21490,-10220
16:21:18.238,,44870,-21490,-10220
16:21:18.239,,44870,-21490,-10220
16:21:18.240,,40040,-22890,-15470
16:21:18.242,,40040,-22890,-15470
16:21:18.243,,40040,-22890,-15470
16:21:18.245,,40040,-22890,-15470
16:21:18.246,,40040,-22890,-15470
16:21:18.247,,40040,-22890,-15470
16:21:18.249,,40040,-22890,-15470
16:21:18.250,,33670,-23450,-20300
16:21:18.251,,33670,-23450,-20300
16:21:18.253,,33670,-23450,-20300
16:21:18.254,,33670,-23450,-20300
16:21:18.255,,33670,-23450,-20300
16:21:18.257,,33670,-23450,-20300
16:21:18.267,,26250,-23100,-24290
16:21:18.277,,19250,-22400,-30520
16:21:18.287,,11200,-22190,-33460
16:21:18.297,,9730,-21700,-36330
16:21:18.307,,9730,-20790,-39480
16:21:18.317,,11130,-19950,-42980
16:21:18.327,,13860,-19250,-46830
16:21:18.337,,17430,-18760,-50470
16:21:18.347,,21210,-18970,-54110
16:21:18.357,,23940,-19600,-57820
16:21:18.367,,25200,-19880,-61180
16:21:18.377,,25130,-19110,-64120
16:21:18.387,,23800,-17500,-66920
16:21:18.397,,22050,-15680,-69580
16:21:18.407,,20790,-13650,-77700
16:21:18.417,,18970,-13230,-82880
16:21:18.427,,17150,-13440,-87780
16:21:18.437,,13860,-13440,-91210
16:21:18.447,,9660,-13090,-93310
16:21:18.457,,5810,-12810,-95480
16:21:18.467,,3500,-13090,-96670
16:21:18.477,,2450,-13650,-97580
16:21:18.487,,980,-14210,-97720
16:21:18.497,,-560,-14980,-96950
16:21:18.507,,-3780,-15050,-95690
16:21:18.517,,-9310,-13440,-93870
16:21:18.527,,-16450,-9590,-91490
16:21:18.537,,-23170,-280,-85120
16:21:18.547,,-33180,2310,-82390
16:21:18.557,,-34790,2380,-79240
16:21:18.567,,-34370,-1120,-75950
16:21:18.577,,-29680,-5880,-73080
16:21:18.587,,-24850,-7980,-71400
16:21:18.597,,-25200,-6580,-69860
16:21:18.607,,-29400,-2940,-68390
16:21:18.617,,-33950,1680,-67480
16:21:18.627,,-39830,6790,-66220
16:21:18.637,,-44660,10010,-66150
16:21:18.647,,-46200,10080,-67760
16:21:18.657,,-44310,7770,-69230
16:21:18.667,,-39270,-980,-69510
16:21:18.677,,-35630,-5320,-68110
16:21:18.687,,-32620,-9310,-65100
16:21:18.697,,-29750,-12950,-61810
16:21:18.707,,-26180,-15610,-58730
16:21:18.717,,-22120,-17640,-54460
16:21:18.727,,-18550,-19810,-49280
16:21:18.737,,-15820,-21140,-44660
16:21:18.747,,-13090,-20370,-40810
16:21:18.757,,-10500,-17780,-37030
16:21:18.767,,-8750,-13930,-32900
16:21:18.777,,-7630,-9240,-29400
16:21:18.787,,-6370,-3780,-26880
16:21:18.797,,-4130,5880,-23310
16:21:18.807,,-4620,8890,-20930
16:21:18.817,,-8050,10920,-18060
16:21:18.827,,-14070,12880,-14840
16:21:18.837,,-21140,14910,-11340
16:21:18.847,,-28070,16450,-8540
16:21:18.857,,-33670,17360,-5390
16:21:18.867,,-37240,17710,-2170
16:21:18.877,,-38150,16730,1750
16:21:18.887,,-37100,14770,5460
16:21:18.897,,-34930,13160,9310
16:21:18.907,,-31710,12460,13160
16:21:18.917,,-27650,12460,16730
16:21:18.927,,-15820,10640,21700
16:21:18.937,,-9730,9520,23030
16:21:18.947,,-4410,8400,24080
16:21:18.957,,-1050,7280,24780
16:21:18.967,,980,6370,25550
16:21:18.977,,2310,5040,26810
16:21:18.987,,1960,4270,28140
16:21:18.997,,-140,4760,29680
16:21:19.007,,-2660,5880,31290
16:21:19.017,,-4410,6510,32760
16:21:19.027,,-5460,6650,33880
16:21:19.037,,-5530,6720,34090
16:21:19.047,,-3710,6370,33810
16:21:19.057,,7700,-70,34090
16:21:19.067,,15050,-4410,35560
16:21:19.077,,20300,-6930,38780
16:21:19.087,,22260,-7560,42910
16:21:19.097,,21000,-7490,47180
16:21:19.107,,17640,-6580,51520
16:21:19.117,,13790,-5320,55790
16:21:19.127,,11060,-4130,59430
16:21:19.137,,9450,-2940,62230
16:21:19.147,,9730,-2450,64120
16:21:19.157,,12810,-3080,65730
16:21:19.167,,17640,-4060,67690
16:21:19.177,,21700,-2730,72170
16:21:19.187,,19950,-70,72730
16:21:19.197,,15190,2660,71330
16:21:19.207,,9450,4830,71470
16:21:19.217,,5740,5530,69230
16:21:19.227,,1820,5040,65590
16:21:19.237,,1190,3500,62510
16:21:19.247,,490,1470,59500
16:21:19.257,,-560,280,56910
16:21:19.267,,-3570,560,54460
16:21:19.277,,-6370,1190,53480
16:21:19.287,,-7910,1330,53690
16:21:19.297,,-7140,420,53760
16:21:19.307,,3010,-3220,51590
16:21:19.317,,11410,-6790,49630
16:21:19.327,,20440,-11060,48090
16:21:19.477,,30660,-14070,23030
16:21:19.479,,30660,-14070,23030
16:21:19.480,,30660,-14070,23030
16:21:19.482,,30660,-14070,23030
16:21:19.483,,30660,-14070,19390
16:21:19.484,,26180,-14630,19390
16:21:19.486,,26180,-14630,19390
16:21:19.487,,26180,-14630,19390
16:21:19.488,,26180,-14630,19390
16:21:19.490,,26180,-14630,19390
16:21:19.491,,26180,-14630,19390
16:21:19.492,,21770,-14980,15120
16:21:19.494,,21770,-14980,15120
16:21:19.495,,21770,-14980,15120
16:21:19.497,,21770,-14980,15120
16:21:19.498,,21770,-14980,15120
16:21:19.499,,21770,-14980,15120
16:21:19.507,,19180,-15400,9590
16:21:19.517,,16590,-14140,4690
16:21:19.527,,15540,-12880,1470
16:21:19.537,,14840,-12600,-910
16:21:19.547,,14280,-11760,-7140
16:21:19.557,,15680,-8400,-17570
16:21:19.567,,21490,280,-34930
16:21:19.577,,22890,2380,-39970
16:21:19.587,,22470,2240,-42140
16:21:19.597,,19110,770,-42000
16:21:19.607,,12880,-1120,-39970
16:21:19.617,,4900,-3500,-37100
16:21:19.627,,-4130,-5390,-34440
16:21:19.637,,-13020,-6440,-32970
16:21:19.647,,-21770,-6580,-32830
16:21:19.657,,-30030,-5320,-33950
16:21:19.667,,-37030,-3080,-35630
16:21:19.677,,-42000,-700,-37170
16:21:19.687,,-44940,1680,-39130
16:21:19.697,,-43960,5040,-39690
16:21:19.707,,-40600,5600,-40390
16:21:19.717,,-37240,6300,-41650
16:21:19.727,,-35560,7630,-42840
16:21:19.737,,-35280,9450,-43750
16:21:19.747,,-35980,11200,-44170
16:21:19.757,,-37310,12670,-43960
16:21:19.767,,-38570,13650,-43190
16:21:19.777,,-39340,13720,-42140
16:21:19.787,,-40180,13160,-40950
16:21:19.797,,-42280,12390,-39900
16:21:19.807,,-47040,12390,-39830
16:21:19.817,,-53480,14140,-40040
16:21:19.827,,-66010,20300,-39900
16:21:19.837,,-70350,23660,-39970
16:21:19.847,,-72800,26250,-40600
16:21:19.857,,-73500,28000,-41930
16:21:19.867,,-73010,29120,-43680
16:21:19.877,,-71820,29260,-44240
16:21:19.887,,-70210,28070,-43820
16:21:19.897,,-68180,25620,-42910
16:21:19.907,,-68460,23380,-41230
16:21:19.917,,-70700,22680,-38710
16:21:19.927,,-73360,22750,-36260
16:21:19.937,,-75740,22960,-34160
16:21:19.947,,-77560,24640,-29820
16:21:19.957,,-80290,25760,-28210
16:21:19.967,,-82180,26600,-27300
16:21:19.977,,-83300,27090,-26460
16:21:19.987,,-82670,27300,-24850
16:21:19.997,,-79240,27020,-22120
16:21:20.007,,-74200,26250,-18620
16:21:20.017,,-69580,24990,-14980
16:21:20.027,,-65240,24850,-11620
16:21:20.037,,-61810,27090,-8820
16:21:20.047,,-59080,30940,-6790
16:21:20.057,,-57680,35770,-6160
16:21:20.067,,-57610,41440,-7070
16:21:20.077,,-59850,53130,-10570
16:21:20.087,,-62580,57820,-10990
16:21:20.097,,-65170,61040,-11270
16:21:20.107,,-67690,63350,-10990
16:21:20.117,,-69720,65100,-9870
16:21:20.127,,-71890,65450,-7630
16:21:20.137,,-75320,64750,-4480
16:21:20.147,,-79100,63980,-980
16:21:20.157,,-81130,63840,2730
16:21:20.167,,-80360,64540,6020
16:21:20.177,,-77140,65030,7910
16:21:20.187,,-71820,64680,8260
16:21:20.197,,-64820,63980,7840
16:21:20.207,,-47670,62930,6440
16:21:20.217,,-38430,61530,6440
16:21:20.227,,-29120,59640,7280
16:21:20.237,,-20020,58450,8610
16:21:20.247,,-11410,57260,10640
16:21:20.257,,-5390,55440,12810
16:21:20.267,,-2940,53620,14420
16:21:20.277,,-3430,52220,15190
16:21:20.287,,-6650,51380,15050
16:21:20.297,,-12670,50820,14770
16:21:20.307,,-18620,49770,15330
16:21:20.317,,-21210,48230,16240
16:21:20.327,,-21070,45710,17850
16:21:20.337,,-19600,39970,23100
16:21:20.347,,-19040,37590,25200
16:21:20.357,,-19530,35070,26880
16:21:20.367,,-19530,32620,27860
16:21:20.377,,-17290,29960,28420
16:21:20.387,,-13650,27230,28980
16:21:20.397,,-9940,25130,29050
16:21:20.407,,-7000,23870,28140
16:21:20.417,,-6020,22540,27160
16:21:20.427,,-7140,20440,26110
16:21:20.437,,-10640,18690,24710
16:21:20.447,,-14140,15750,23940
16:21:20.457,,-15260,10290,27300
16:21:20.467,,-8750,-700,28420
16:21:20.477,,-2800,-5880,29400
16:21:20.487,,4410,-9940,29890
16:21:20.497,,14210,-12880,30520
16:21:20.507,,21910,-14630,30870
16:21:20.517,,24710,-14910,31080
16:21:20.527,,23310,-14140,31080
16:21:20.537,,20160,-14140,31640
16:21:20.547,,16030,-15820,32620
16:21:20.557,,10640,-18690,34930
16:21:20.567,,4130,-20580,38010
16:21:20.723,,-57960,46830,62650
16:21:20.725,,-57960,46830,62650
16:21:20.726,,-59430,46690,60060
16:21:20.727,,-59430,46690,60060
16:21:20.729,,-59430,46690,60060
16:21:20.730,,-59430,46690,60060
16:21:20.732,,-59430,46690,60060
16:21:20.733,,-59430,46690,60060
16:21:20.734,,-59430,46690,60060
16:21:20.736,,-59500,46900,57470
16:21:20.737,,-59500,46900,57470
16:21:20.738,,-59500,46900,57470
16:21:20.740,,-59500,46900,57470
16:21:20.741,,-59500,46900,57470
16:21:20.743,,-59500,46900,57470
16:21:20.744,,-59500,46900,57470
16:21:20.745,,-59290,47530,54810
16:21:20.747,,-59290,47530,54810
16:21:20.757,,-59150,48370,51800
16:21:20.767,,-58100,48650,48230
16:21:20.777,,-55860,48160,44030
16:21:20.787,,-52710,47110,39550
16:21:20.797,,-49140,45430,35140
16:21:20.807,,-45150,43400,30730
16:21:20.817,,-41020,41090,26250
16:21:20.827,,-37800,38710,21770
16:21:20.837,,-36050,36470,17220
16:21:20.847,,-37030,34650,7350
16:21:20.857,,-39130,33950,2730
16:21:20.867,,-41650,33390,-1330
16:21:20.877,,-43750,33880,-4970
16:21:20.887,,-45010,34650,-8820
16:21:20.897,,-45500,34300,-13300
16:21:20.907,,-45850,32480,-17500
16:21:20.917,,-44730,29540,-21490
16:21:20.927,,-42490,26320,-25130
16:21:20.937,,-40530,23730,-27510
16:21:20.947,,-38710,21630,-28350
16:21:20.957,,-37170,20020,-28630
16:21:20.967,,-37240,19530,-28560
16:21:20.977,,-43050,22470,-29890
16:21:20.987,,-46830,24920,-30730
16:21:20.997,,-50050,26670,-31780
16:21:21.007,,-52570,27230,-33320
16:21:21.017,,-54810,26250,-35210
16:21:21.027,,-56700,23660,-36750
16:21:21.037,,-57470,19740,-37310
16:21:21.047,,-56560,14840,-36330
16:21:21.057,,-55510,10640,-33880
16:21:21.067,,-55440,8120,-30030
16:21:21.077,,-55790,8050,-25620
16:21:21.087,,-56980,10920,-21210
16:21:21.097,,-58520,15260,-17570
16:21:21.107,,-61600,23730,-12390
16:21:21.117,,-62090,28140,-11060
16:21:21.127,,-59780,31710,-9870
16:21:21.137,,-55720,32970,-8400
16:21:21.147,,-52150,32760,-6720
16:21:21.157,,-50540,32200,-4690
16:21:21.167,,-49560,30730,-3220
16:21:21.177,,-46690,29120,-3150
16:21:21.187,,-45080,27020,-3780
16:21:21.197,,-45990,25690,-4900
16:21:21.207,,-47250,26670,-6510
16:21:21.217,,-49770,28910,-7770
16:21:21.227,,-52220,30310,-9870
16:21:21.237,,-52710,33320,-10640
16:21:21.247,,-52290,34790,-10780
16:21:21.257,,-51800,36190,-11060
16:21:21.267,,-50820,36680,-11970
16:21:21.277,,-47880,35280,-13930
16:21:21.287,,-44800,32970,-16450
16:21:21.297,,-42910,30310,-19250
16:21:21.307,,-42280,28350,-22190
16:21:21.317,,-41580,27160,-24640
16:21:21.327,,-41720,26250,-26250
16:21:21.337,,-42490,25690,-27160
16:21:21.347,,-44240,25760,-27020
16:21:21.357,,-46690,26740,-24430
16:21:21.367,,-46760,27510,-23590
16:21:21.377,,-44940,27650,-22190
16:21:21.387,,-38710,25200,-21420
16:21:21.397,,-35210,24430,-22610
16:21:21.407,,-31080,24010,-27020
16:21:21.417,,-28420,23240,-28350
16:21:21.427,,-25620,21700,-28490
