Sensors' Acquisition [Hz]: Gyro@104.0 
hh:mm:ss.ms, Annotation , GyroX [mdps], GyroY, GyroZ
16:20:12.097,,2310,-3500,980
16:20:12.107,,2380,-3640,1260
16:20:12.117,,2240,-3710,1400
16:20:12.127,,1960,-3640,770
16:20:12.137,,2100,-3850,-70
16:20:12.147,,2590,-3920,-770
16:20:12.157,,3080,-3500,-1680
16:20:12.167,,3850,-2940,-2450
16:20:12.177,,5180,-3010,-2940
16:20:12.187,,6300,-2800,-3500
16:20:12.197,,7210,-2240,-3920
16:20:12.207,,7840,-1960,-4130
16:20:12.217,,7840,-1890,-3850
16:20:12.227,,7210,-1890,-3430
16:20:12.237,,6370,-1750,-3080
16:20:12.247,,5460,-1680,-2800
16:20:12.257,,4690,-2030,-2310
16:20:12.267,,2730,-2660,-1890
16:20:12.277,,1400,-2170,-1190
16:20:12.287,,0,-1470,-210
16:20:12.297,,-1120,-420,1260
16:20:12.307,,-1890,770,2800
16:20:12.317,,-1960,1820,4130
16:20:12.327,,-1680,2450,5180
16:20:12.337,,-1400,2730,5880
16:20:12.347,,-1190,2660,6230
16:20:12.357,,-1470,2310,6230
16:20:12.367,,-1960,1680,5810
16:20:12.377,,-2030,910,4970
16:20:12.387,,-1960,-350,3500
16:20:12.397,,-1330,-980,2800
16:20:12.407,,-700,-1190,2100
16:20:12.417,,140,-1260,1610
16:20:12.427,,700,-1260,1190
16:20:12.437,,1050,-1190,840
16:20:12.447,,1260,-840,490
16:20:12.457,,1610,-630,210
16:20:12.467,,1680,-350,0
16:20:12.477,,1540,-210,0
16:20:12.487,,1540,140,70
16:20:12.497,,1820,350,70
16:20:12.507,,2240,420,-70
16:20:12.517,,2380,0,210
16:20:12.527,,1610,70,420
16:20:12.537,,1050,280,630
16:20:12.547,,910,140,1050
16:20:12.557,,700,-210,1470
16:20:12.567,,420,-350,1890
16:20:12.577,,350,0,2030
16:20:12.587,,560,210,2030
16:20:12.597,,770,70,1960
16:20:12.607,,1120,-140,1820
16:20:12.617,,1680,-210,1610
16:20:12.627,,2100,-280,1190
16:20:12.637,,2170,-560,910
16:20:12.647,,350,-1120,420
16:20:12.657,,-1050,-1050,140
16:20:12.667,,-2170,-910,-70
16:20:12.677,,-2870,-840,-140
16:20:12.687,,-3290,-910,-280
16:20:12.697,,-3360,-980,-420
16:20:12.826,,840,-420,420
16:20:12.827,,840,-420,420
16:20:12.828,,840,-420,420
16:20:12.830,,840,-420,420
16:20:12.831,,840,-420,420
16:20:12.832,,840,-420,980
16:20:12.834,,1260,-420,980
16:20:12.835,,1260,-420,980
16:20:12.837,,1260,-420,980
16:20:12.838,,1260,-420,980
16:20:12.839,,1260,-420,980
16:20:12.841,,1260,-420,980
16:20:12.842,,1330,-350,1260
16:20:12.843,,1330,-350,1260
16:20:12.847,,1330,-350,1260
16:20:12.857,,1330,-350,1470
16:20:12.867,,1050,-420,1470
16:20:12.877,,490,-420,1260
16:20:12.887,,70,-420,1120
16:20:12.897,,-70,-770,840
16:20:12.907,,-280,-1540,770
16:20:12.917,,-70,-1820,840
16:20:12.927,,350,-2030,770
16:20:12.937,,630,-2100,770
16:20:12.947,,840,-2030,700
16:20:12.957,,770,-1820,350
16:20:12.967,,560,-1470,-70
16:20:12.977,,700,-1190,-350
16:20:12.987,,910,-980,-560
16:20:12.997,,1260,-700,-560
16:20:13.007,,1820,-560,-560
16:20:13.017,,2310,-630,-700
16:20:13.027,,2730,-700,-700
16:20:13.037,,3220,-630,-770
16:20:13.047,,3080,-560,-1120
16:20:13.057,,2940,-560,-1330
16:20:13.067,,2730,-700,-1330
16:20:13.077,,2590,-910,-980
16:20:13.087,,2310,-980,-630
16:20:13.097,,2240,-700,-350
16:20:13.107,,2450,-560,-210
16:20:13.117,,3010,-560,-70
16:20:13.127,,3640,-770,70
16:20:13.137,,3920,-980,350
16:20:13.147,,3640,-840,770
16:20:13.157,,1890,140,1330
16:20:13.167,,1540,350,1190
16:20:13.177,,1890,210,910
16:20:13.187,,2450,-70,630
16:20:13.197,,3360,-560,490
16:20:13.207,,4200,-1120,700
16:20:13.217,,4410,-1470,1050
16:20:13.227,,3780,-1400,1330
16:20:13.237,,2870,-980,1470
16:20:13.247,,2170,-490,1330
16:20:13.257,,1820,-140,1190
16:20:13.267,,1680,140,1050
16:20:13.277,,1750,350,980
16:20:13.287,,2240,210,1050
16:20:13.297,,2310,210,1050
16:20:13.307,,2170,210,980
16:20:13.317,,1890,210,980
16:20:13.327,,1540,280,910
16:20:13.337,,980,350,910
16:20:13.347,,350,420,980
16:20:13.357,,-350,490,840
16:20:13.367,,-630,490,840
16:20:13.377,,-420,490,980
16:20:13.387,,-280,560,1260
16:20:13.397,,280,770,1400
16:20:13.407,,1190,630,1540
16:20:13.417,,3080,210,1540
16:20:13.427,,2870,350,1050
16:20:13.437,,2730,280,630
16:20:13.447,,3010,70,420
16:20:13.457,,3150,-140,280
16:20:13.467,,3290,-280,140
16:20:13.477,,3430,-560,-70
16:20:13.487,,3500,-770,-210
16:20:13.497,,3570,-770,-140
16:20:13.507,,3640,-420,140
16:20:13.517,,3500,-70,490
16:20:13.527,,3570,0,490
16:20:13.537,,4410,-70,280
16:20:13.547,,5320,1050,280
16:20:13.557,,3780,2310,630
16:20:13.567,,1820,3010,980
16:20:13.577,,560,3500,1120
16:20:13.587,,-560,3500,1190
16:20:13.597,,-1260,2730,1400
16:20:13.607,,-1120,1750,1680
16:20:13.617,,-280,910,1680
16:20:13.627,,700,210,1260
16:20:13.637,,1540,-630,700
16:20:13.647,,2100,-1330,560
16:20:13.657,,1960,-1890,630
16:20:13.667,,1610,-2100,490
16:20:13.677,,1190,-1820,490
16:20:13.687,,1050,-1680,280
16:20:13.697,,980,-1680,70
16:20:13.707,,1120,-1470,70
16:20:13.717,,1400,-1120,350
16:20:13.727,,1540,-700,700
16:20:13.737,,1610,-560,980
16:20:13.747,,1820,-560,1190
16:20:13.757,,1680,-280,1400
16:20:13.767,,1050,0,1610
16:20:13.777,,280,140,1540
16:20:13.787,,-210,0,1540
16:20:13.797,,-420,-840,1400
16:20:13.807,,-910,-1190,1400
16:20:13.817,,-1540,-1470,1190
16:20:13.827,,-1890,-1750,840
16:20:13.837,,-1540,-1960,560
16:20:13.847,,-910,-2310,350
16:20:13.857,,-70,-2660,0
16:20:13.867,,840,-3010,-280
16:20:13.877,,1750,-3080,-350
16:20:13.887,,2450,-3010,-280
16:20:13.897,,2870,-2730,-280
16:20:13.907,,3010,-2310,-350
16:20:13.917,,2870,-2100,-350
16:20:13.927,,3010,-2170,-140
16:20:13.937,,2660,-2100,0
16:20:13.947,,2170,-1750,0
16:20:13.957,,1750,-1330,0
16:20:13.967,,1470,-980,0
16:20:13.977,,1050,-350,210
16:20:13.987,,350,210,630
16:20:13.997,,-280,350,1050
16:20:14.007,,-350,70,1260
16:20:14.017,,140,-420,1190
16:20:14.027,,630,-840,980
16:20:14.037,,1190,-1260,700
16:20:14.047,,1750,-1750,420
16:20:14.057,,2730,-2310,350
16:20:14.067,,2380,-2170,350
16:20:14.077,,1890,-1820,350
16:20:14.087,,1470,-1610,280
16:20:14.097,,1190,-1610,70
16:20:14.107,,1050,-1680,210
16:20:14.117,,910,-1540,630
16:20:14.127,,980,-980,840
16:20:14.137,,1610,-770,840
16:20:14.147,,2800,-1260,630
16:20:14.157,,3920,-1890,210
16:20:14.280,,-210,-1190,560
16:20:14.282,,-210,-1190,560
16:20:14.283,,-210,-1190,560
16:20:14.285,,-210,-1190,560
16:20:14.286,,-210,-1190,560
16:20:14.287,,-210,-1190,560
16:20:14.289,,-210,-2590,280
16:20:14.290,,1400,-2590,280
16:20:14.291,,1400,-2590,280
16:20:14.293,,1400,-2590,280
16:20:14.294,,1400,-2590,280
16:20:14.295,,1400,-2590,280
16:20:14.297,,1400,-2590,280
16:20:14.298,,2450,-3990,-140
16:20:14.307,,2450,-3990,-490
16:20:14.317,,2800,-5600,-770
16:20:14.327,,2240,-5670,-770
16:20:14.337,,1680,-5110,-560
16:20:14.347,,980,-4270,-210
16:20:14.357,,420,-3290,280
16:20:14.367,,0,-2240,910
16:20:14.377,,-140,-1330,1610
16:20:14.387,,-70,-560,2170
16:20:14.397,,140,-140,2520
16:20:14.407,,350,0,2800
16:20:14.417,,280,280,3010
16:20:14.427,,0,490,3080
16:20:14.437,,-350,1540,2730
16:20:14.447,,-2730,2870,2520
16:20:14.457,,-4270,4270,2380
16:20:14.467,,-5110,5460,2170
16:20:14.477,,-5110,6160,1960
16:20:14.487,,-4340,6090,1890
16:20:14.497,,-3360,5530,1750
16:20:14.507,,-2380,4900,1680
16:20:14.517,,-1540,4480,1540
16:20:14.527,,-770,4130,1190
16:20:14.537,,70,3360,490
16:20:14.547,,1050,1960,-280
16:20:14.557,,1960,420,-840
16:20:14.567,,2520,-1890,-1120
16:20:14.577,,1750,-2170,-1050
16:20:14.587,,1330,-1960,-910
16:20:14.597,,1330,-1750,-910
16:20:14.607,,1610,-1260,-770
16:20:14.617,,2030,-420,-490
16:20:14.627,,2100,490,140
16:20:14.637,,1960,1330,700
16:20:14.647,,1610,1890,910
16:20:14.657,,1330,2100,840
16:20:14.667,,1330,1680,770
16:20:14.677,,1610,980,630
16:20:14.687,,1820,210,420
16:20:14.697,,1820,-1190,210
16:20:14.707,,1610,-1610,210
16:20:14.717,,1260,-1890,210
16:20:14.727,,1120,-1960,140
16:20:14.737,,1120,-1890,210
16:20:14.747,,1120,-1750,350
16:20:14.757,,1330,-1540,490
16:20:14.767,,1750,-1400,770
16:20:14.777,,2170,-1400,1120
16:20:14.787,,2450,-1400,1260
16:20:14.797,,2730,-1540,1190
16:20:14.807,,2520,-1680,1050
16:20:14.817,,1890,-1960,630
16:20:14.827,,1050,-2380,-70
16:20:14.837,,840,-2660,-210
16:20:14.847,,910,-3010,-280
16:20:14.857,,1120,-3290,-140
16:20:14.867,,1330,-3430,-140
16:20:14.877,,1470,-3500,-140
16:20:14.887,,1540,-3430,-140
16:20:14.897,,1470,-3360,-140
16:20:14.907,,1540,-3150,-70
16:20:14.917,,1680,-3010,-210
16:20:14.927,,1680,-2730,-210
16:20:14.937,,1890,-2520,-70
16:20:14.947,,2170,-2730,0
16:20:14.957,,2170,-2870,-140
16:20:14.967,,1680,-2520,-210
16:20:14.977,,1050,-2170,-70
16:20:14.987,,560,-1890,70
16:20:14.997,,490,-1680,140
16:20:15.007,,700,-1540,70
16:20:15.017,,770,-1330,0
16:20:15.027,,630,-1050,-70
16:20:15.037,,630,-770,-140
16:20:15.047,,910,-700,-280
16:20:15.057,,1470,-980,-420
16:20:15.067,,2100,-1470,-420
16:20:15.077,,2590,-1750,-140
16:20:15.087,,2800,-2030,-70
16:20:15.097,,2870,-1960,-70
16:20:15.107,,2380,-1680,-70
16:20:15.117,,1750,-1330,70
16:20:15.127,,1120,-910,280
16:20:15.137,,630,-420,490
16:20:15.147,,350,-70,630
16:20:15.157,,350,140,700
16:20:15.167,,560,0,770
16:20:15.177,,910,-210,910
16:20:15.187,,1050,-350,1190
16:20:15.197,,980,-280,1400
16:20:15.207,,700,420,1190
16:20:15.217,,770,420,770
16:20:15.227,,1400,140,350
16:20:15.237,,2030,-280,70
16:20:15.247,,2240,-700,0
16:20:15.257,,2100,-770,-70
16:20:15.267,,1960,-840,-140
16:20:15.277,,1680,-770,-280
16:20:15.287,,1330,-630,-280
16:20:15.297,,1400,-630,-210
16:20:15.307,,1750,-560,-140
16:20:15.317,,2100,-420,0
16:20:15.327,,2310,-420,70
16:20:15.337,,2520,-560,280
16:20:15.347,,2590,-770,420
16:20:15.357,,2380,-1050,560
16:20:15.367,,2030,-1120,630
16:20:15.377,,1680,-1120,700
16:20:15.387,,1260,-1050,770
16:20:15.397,,910,-1120,910
16:20:15.407,,560,-1190,1050
16:20:15.417,,280,-1260,1260
16:20:15.427,,350,-1260,1470
16:20:15.437,,630,-1330,1680
16:20:15.447,,1050,-1260,1820
16:20:15.457,,1470,-1190,1820
16:20:15.467,,1750,-630,1610
16:20:15.477,,1820,-420,1400
16:20:15.487,,1750,-560,1330
16:20:15.497,,1540,-700,1120
16:20:15.507,,1050,-910,840
16:20:15.517,,700,-1120,560
16:20:15.527,,560,-1330,420
16:20:15.537,,560,-1260,210
16:20:15.547,,700,-1120,140
16:20:15.557,,1050,-980,70
16:20:15.567,,1680,-980,210
16:20:15.577,,2240,-1050,350
16:20:15.587,,2520,-1050,630
16:20:15.712,,2240,-210,770
16:20:15.713,,2240,-210,770
16:20:15.714,,2240,-210,770
16:20:15.716,,2240,-210,770
16:20:15.717,,2240,-280,700
16:20:15.718,,2240,-280,700
16:20:15.720,,2240,-280,700
16:20:15.721,,2240,-280,700
16:20:15.723,,2240,-280,700
16:20:15.724,,2240,-280,700
16:20:15.725,,2240,-280,700
16:20:15.727,,1960,-350,770
16:20:15.728,,1960,-350,770
16:20:15.729,,1960,-350,770
16:20:15.737,,1680,-350,840
16:20:15.747,,1540,-420,840
16:20:15.757,,1540,-420,840
16:20:15.767,,1680,-350,840
16:20:15.777,,1680,-210,910
16:20:15.787,,1820,-210,1050
16:20:15.797,,1820,-280,1050
16:20:15.807,,1470,-210,1050
16:20:15.817,,1050,0,980
16:20:15.827,,630,0,910
16:20:15.837,,700,-210,840
16:20:15.847,,1120,-1050,910
16:20:15.857,,1470,-1260,980
16:20:15.867,,1330,-1120,980
16:20:15.877,,1400,-840,770
16:20:15.887,,1820,-770,420
16:20:15.897,,2520,-980,70
16:20:15.907,,3220,-1260,-210
16:20:15.917,,3500,-1470,-350
16:20:15.927,,3220,-1400,-490
16:20:15.937,,2730,-1330,-490
16:20:15.947,,1820,-1190,-350
16:20:15.957,,840,-1050,-350
16:20:15.967,,420,-910,-350
16:20:15.977,,630,-1190,-280
16:20:15.987,,2030,-1470,-210
16:20:15.997,,2660,-1610,-70
16:20:16.007,,3150,-1680,0
16:20:16.017,,3150,-1750,140
16:20:16.027,,2520,-1680,210
16:20:16.037,,1610,-1330,350
16:20:16.047,,630,-980,490
16:20:16.057,,0,-770,490
16:20:16.067,,-210,-910,560
16:20:16.077,,-280,-1190,630
16:20:16.087,,-420,-1540,700
16:20:16.097,,-840,-2170,210
16:20:16.107,,-5530,-4620,-4690
16:20:16.117,,-8050,-6650,-7630
16:20:16.127,,-10080,-7280,-9170
16:20:16.137,,-12040,-6230,-9170
16:20:16.147,,-13650,-4480,-7770
16:20:16.157,,-14140,-2660,-5670
16:20:16.167,,-12950,-420,-4130
16:20:16.177,,-10640,1540,-2870
16:20:16.187,,-7140,2100,-1960
16:20:16.197,,-3780,1470,-630
16:20:16.207,,-1120,910,140
16:20:16.217,,700,490,490
16:20:16.227,,2240,-350,490
16:20:16.237,,4340,-1960,770
16:20:16.247,,4900,-2170,1120
16:20:16.257,,5530,-2380,1330
16:20:16.267,,6020,-2590,1470
16:20:16.277,,6230,-2520,1470
16:20:16.287,,6230,-2170,1470
16:20:16.297,,6160,-1680,1400
16:20:16.307,,6090,-1050,1260
16:20:16.317,,6440,-630,1190
16:20:16.327,,7210,-420,1050
16:20:16.337,,8260,-350,1120
16:20:16.347,,9170,-350,1190
16:20:16.357,,9870,-420,1330
16:20:16.367,,9660,-840,1400
16:20:16.377,,8610,-770,1260
16:20:16.387,,7350,-630,1190
16:20:16.397,,6300,-490,1260
16:20:16.407,,5390,-560,1260
16:20:16.417,,4690,-630,1330
16:20:16.427,,4200,-630,1260
16:20:16.437,,3500,-560,1330
16:20:16.447,,2870,-350,1750
16:20:16.457,,2380,-70,2100
16:20:16.467,,2030,350,2030
16:20:16.477,,2170,490,1960
16:20:16.487,,2940,140,1820
16:20:16.497,,4130,0,1820
16:20:16.507,,3850,280,2030
16:20:16.517,,3290,630,2380
16:20:16.527,,2660,910,2450
16:20:16.537,,1960,1400,2030
16:20:16.547,,1120,1960,1400
16:20:16.557,,350,2240,980
16:20:16.567,,70,2170,980
16:20:16.577,,350,1890,1050
16:20:16.587,,840,1470,980
16:20:16.597,,1400,910,840
16:20:16.607,,1890,490,770
16:20:16.617,,2170,-350,700
16:20:16.627,,2590,-420,490
16:20:16.637,,2380,-70,350
16:20:16.647,,2100,420,560
16:20:16.657,,1960,700,840
16:20:16.667,,1890,840,910
16:20:16.677,,1960,700,700
16:20:16.687,,1890,560,560
16:20:16.697,,1890,140,350
16:20:16.707,,2170,-350,0
16:20:16.717,,2800,-910,-350
16:20:16.727,,3360,-1610,-630
16:20:16.737,,3570,-2030,-770
16:20:16.747,,3430,-2660,-770
16:20:16.757,,3430,-2800,-770
16:20:16.767,,3640,-2870,-840
16:20:16.777,,4060,-3010,-910
16:20:16.787,,4480,-3290,-1260
16:20:16.797,,5110,-3570,-1610
16:20:16.807,,5460,-3570,-1820
16:20:16.817,,4830,-3360,-1820
16:20:16.827,,3640,-2730,-1540
16:20:16.837,,2660,-2170,-1260
16:20:16.847,,2310,-1890,-1120
16:20:16.857,,2590,-1890,-1190
16:20:16.867,,3290,-1960,-1330
16:20:16.877,,4620,-2100,-1050
16:20:16.887,,4830,-2100,-980
16:20:16.897,,4550,-2030,-840
16:20:16.907,,4270,-1820,-700
16:20:16.917,,4130,-1680,-420
16:20:16.927,,3990,-1680,-70
16:20:16.937,,3430,-1470,280
16:20:16.947,,2450,-1190,630
16:20:16.957,,1260,-770,980
16:20:16.967,,490,-700,1190
16:20:16.977,,210,-910,1330
16:20:16.987,,0,-980,1470
16:20:16.997,,-280,-840,1540
16:20:17.007,,0,-1190,1400
16:20:17.131,,350,-2100,700
16:20:17.132,,350,-2100,700
16:20:17.134,,350,-2100,700
16:20:17.135,,350,-2100,700
16:20:17.137,,350,-2590,700
16:20:17.138,,350,-2590,700
16:20:17.139,,350,-2590,700
16:20:17.141,,350,-2590,700
16:20:17.142,,350,-2590,700
16:20:17.143,,350,-2590,700
16:20:17.145,,350,-2590,700
16:20:17.146,,490,-2800,910
16:20:17.148,,490,-2800,910
16:20:17.149,,490,-2800,910
16:20:17.157,,350,-2660,1120
16:20:17.167,,-210,-2240,1120
16:20:17.177,,-700,-1680,980
16:20:17.187,,-910,-1190,910
16:20:17.197,,-980,-1050,700
16:20:17.207,,-1400,-1190,210
16:20:17.217,,-1750,-1540,-140
16:20:17.227,,-1820,-1750,-420
16:20:17.237,,-2030,-1820,-560
16:20:17.247,,-2170,-1750,-770
16:20:17.257,,-2030,-1680,-1050
16:20:17.267,,-840,-1960,-1050
16:20:17.277,,-630,-1890,-1050
16:20:17.287,,-700,-1680,-980
16:20:17.297,,-560,-1330,-910
16:20:17.307,,-770,-840,-1050
16:20:17.317,,-700,-770,-1330
16:20:17.327,,-560,-840,-1400
16:20:17.337,,-490,-910,-1260
16:20:17.347,,-560,-1120,-1120
16:20:17.357,,-560,-1400,-1050
16:20:17.367,,-560,-1610,-840
16:20:17.377,,-770,-1540,-770
16:20:17.387,,-910,-630,-770
16:20:17.397,,-280,-630,-840
16:20:17.407,,490,-840,-910
16:20:17.417,,1120,-840,-1120
16:20:17.427,,1400,-700,-1120
16:20:17.437,,1260,-700,-910
16:20:17.447,,910,-560,-770
16:20:17.457,,350,-140,-770
16:20:17.467,,-560,420,-840
16:20:17.477,,-1260,840,-840
16:20:17.487,,-980,700,-840
16:20:17.497,,-350,280,-770
16:20:17.507,,0,-210,-840
16:20:17.517,,1050,-1190,-700
16:20:17.527,,1470,-1540,-560
16:20:17.537,,1050,-1540,-560
16:20:17.547,,490,-1120,-490
16:20:17.557,,-70,-700,-350
16:20:17.567,,-700,-210,-70
16:20:17.577,,-980,140,350
16:20:17.587,,-980,420,700
16:20:17.597,,-980,420,910
16:20:17.607,,-630,420,1050
16:20:17.617,,-280,280,1190
16:20:17.627,,-490,70,1120
16:20:17.637,,-910,-140,910
16:20:17.647,,-770,-350,980
16:20:17.657,,-1050,70,1190
16:20:17.667,,-1470,770,1750
16:20:17.677,,-1610,1260,2310
16:20:17.687,,-1330,1330,2660
16:20:17.697,,-770,1050,2590
16:20:17.707,,-350,490,2310
16:20:17.717,,-140,-280,1960
16:20:17.727,,-70,-980,1610
16:20:17.737,,70,-1400,1400
16:20:17.747,,-70,-1400,1260
16:20:17.757,,-420,-1190,1050
16:20:17.767,,-560,-1050,910
16:20:17.777,,-350,-1400,980
16:20:17.787,,-1120,-1540,1330
16:20:17.797,,-3220,-1050,1750
16:20:17.807,,-4760,-210,1610
16:20:17.817,,-4830,280,980
16:20:17.827,,-4480,70,140
16:20:17.837,,-3150,-630,-350
16:20:17.847,,-1680,-1260,-980
16:20:17.857,,-700,-1890,-1330
16:20:17.867,,-140,-2450,-1400
16:20:17.877,,140,-2520,-1400
16:20:17.887,,490,-2520,-1470
16:20:17.897,,1120,-2660,-1190
16:20:17.907,,2590,-2170,-980
16:20:17.917,,2870,-1470,-910
16:20:17.927,,3290,-1190,-770
16:20:17.937,,3500,-980,-560
16:20:17.947,,3080,-700,-350
16:20:17.957,,2310,-420,-210
16:20:17.967,,1470,-280,-280
16:20:17.977,,840,-490,-350
16:20:17.987,,630,-840,-420
16:20:17.997,,630,-1260,-420
16:20:18.007,,910,-1610,-350
16:20:18.017,,1470,-1890,-350
16:20:18.027,,2170,-1960,-420
16:20:18.037,,2940,-1680,-560
16:20:18.047,,2870,-1190,-630
16:20:18.057,,2660,-840,-630
16:20:18.067,,2520,-490,-420
16:20:18.077,,2450,-350,-210
16:20:18.087,,2310,-280,0
16:20:18.097,,1890,-280,0
16:20:18.107,,1120,-280,-70
16:20:18.117,,700,-560,-140
16:20:18.127,,420,-910,-140
16:20:18.137,,350,-1190,-140
16:20:18.147,,420,-1610,-70
16:20:18.157,,1820,-2170,210
16:20:18.167,,2450,-2100,210
16:20:18.177,,2730,-1960,280
16:20:18.187,,2520,-1540,420
16:20:18.197,,1610,-1050,700
16:20:18.207,,140,-630,1120
16:20:18.217,,-1330,-70,1680
16:20:18.227,,-2730,280,2100
16:20:18.237,,-3990,490,2380
16:20:18.247,,-5320,560,2730
16:20:18.257,,-5460,490,2800
16:20:18.267,,-4060,420,2380
16:20:18.277,,-2380,0,2170
16:20:18.287,,910,-1960,1960
16:20:18.297,,2730,-2520,1750
16:20:18.307,,4340,-2870,1470
16:20:18.317,,5390,-3010,1400
16:20:18.327,,6020,-2940,1330
16:20:18.337,,6230,-2590,1330
16:20:18.347,,5950,-2170,1540
16:20:18.357,,5250,-1540,1680
16:20:18.367,,4060,-980,1680
16:20:18.377,,2940,-560,1750
16:20:18.387,,2030,-420,1610
16:20:18.397,,1400,-630,1470
16:20:18.407,,1190,-980,1470
16:20:18.417,,840,-1470,1680
16:20:18.547,,3500,490,-980
16:20:18.548,,3500,490,-980
16:20:18.550,,3500,490,-980
16:20:18.551,,3500,490,-980
16:20:18.552,,3500,490,-980
16:20:18.554,,3500,490,-980
16:20:18.555,,3500,490,-980
16:20:18.556,,3220,770,-700
16:20:18.558,,3220,770,-700
16:20:18.559,,3220,770,-700
16:20:18.560,,3220,770,-700
16:20:18.562,,3220,770,-700
16:20:18.563,,3220,770,-700
16:20:18.565,,3220,770,-560
16:20:18.567,,3290,980,-560
16:20:18.577,,3430,840,-420
16:20:18.587,,3360,490,-280
16:20:18.597,,3080,420,-70
16:20:18.607,,2800,420,280
16:20:18.617,,2660,350,560
16:20:18.627,,2450,140,980
16:20:18.637,,2170,140,1400
16:20:18.647,,1890,280,1750
16:20:18.657,,1400,350,1960
16:20:18.667,,1120,140,2030
16:20:18.677,,1400,-280,1820
16:20:18.687,,1190,-280,1540
16:20:18.697,,1260,-280,1330
16:20:18.707,,1540,-420,1260
16:20:18.717,,1680,-420,1120
16:20:18.727,,1820,-210,910
16:20:18.737,,1960,-140,560
16:20:18.747,,1890,-210,280
16:20:18.757,,1610,-490,0
16:20:18.767,,1400,-910,-350
16:20:18.777,,1120,-1330,-700
16:20:18.787,,980,-1890,-1120
16:20:18.797,,770,-2520,-1540
16:20:18.807,,490,-2520,-1400
16:20:18.817,,490,-2590,-1190
16:20:18.827,,350,-2520,-1120
16:20:18.837,,-70,-2240,-980
16:20:18.847,,-490,-1960,-700
16:20:18.857,,-560,-1890,-210
16:20:18.867,,-350,-1610,350
16:20:18.877,,420,-1470,840
16:20:18.887,,1400,-1540,1190
16:20:18.897,,2100,-1470,1470
16:20:18.907,,2240,-1120,1610
16:20:18.917,,1750,-910,1540
16:20:18.927,,1190,-1190,1260
16:20:18.937,,980,-1050,1260
16:20:18.947,,770,-1120,1190
16:20:18.957,,630,-1190,1050
16:20:18.967,,910,-1470,980
16:20:18.977,,1120,-1750,910
16:20:18.987,,1190,-1890,840
16:20:18.997,,1120,-1960,770
16:20:19.007,,1190,-2030,980
16:20:19.017,,1120,-2100,1260
16:20:19.027,,980,-1890,1820
16:20:19.037,,700,-1610,2450
16:20:19.047,,210,-1400,3080
16:20:19.057,,-770,-1470,3360
