Sensors' Acquisition [Hz]: Acc@104.0 
hh:mm:ss.ms, Annotation , AccX [mg], AccY, AccZ
12:44:27.476,,678,1277,145
12:44:27.486,,678,1309,128
12:44:27.496,,775,1348,67
12:44:27.506,,864,1448,-47
12:44:27.516,,1001,1576,-228
12:44:27.526,,1168,1641,-461
12:44:27.536,,1295,1604,-648
12:44:27.546,,1344,1503,-750
12:44:27.556,,1449,1478,-691
12:44:27.566,>Gesture,,,
12:44:27.567,,1624,1637,-712
12:44:27.576,,1818,1843,-952
12:44:27.586,,1970,1982,-1177
12:44:27.596,,1997,1997,-1481
12:44:27.606,,1997,1997,-1806
12:44:27.616,,1997,1997,-1991
12:44:27.626,,1997,1997,-1997
12:44:27.636,,1997,1997,-1997
12:44:27.646,,1997,1997,-1997
12:44:27.656,,1997,1997,-1997
12:44:27.666,,1997,1997,-1997
12:44:27.676,,1997,1997,-1977
12:44:27.686,,1915,1991,-1248
12:44:27.696,,1861,1869,-796
12:44:27.706,,1813,1716,-395
12:44:27.716,,1706,1615,-67
12:44:27.726,,1548,1559,187
12:44:27.736,,1384,1505,419
12:44:27.746,,1190,1484,542
12:44:27.756,,962,1430,633
12:44:27.766,,752,1410,654
12:44:27.776,,551,1423,576
12:44:27.786,,384,1395,470
12:44:27.796,,262,1325,371
12:44:27.806,,171,1267,456
12:44:27.816,,-16,1172,525
12:44:27.826,,-116,1111,518
12:44:27.836,,-233,1118,424
12:44:27.846,,-335,1121,273
12:44:27.856,,-428,1107,73
12:44:27.866,,-533,1060,-78
12:44:27.876,,-614,1002,-143
12:44:27.886,,-633,894,-167
12:44:27.896,,-598,822,-56
12:44:27.906,,-535,794,1
12:44:27.916,,-540,800,-45
12:44:27.926,,-530,796,-156
12:44:27.936,,-494,785,-383
12:44:27.946,,-453,780,-433
12:44:27.956,,-471,789,-405
12:44:27.966,,-480,799,-286
12:44:27.976,,-523,830,-134
12:44:27.986,,-571,904,-44
12:44:27.996,,-691,1057,-19
12:44:28.006,,-890,1249,-83
12:44:28.016,,-1182,1466,-186
12:44:28.026,,-1661,1730,-354
12:44:28.036,,-1997,1958,-554
12:44:28.046,,-1998,1997,-751
12:44:28.056,,-1998,1997,-872
12:44:28.066,,-1998,1997,-925
12:44:28.076,,-1998,1997,-673
12:44:28.086,,-1998,1948,-439
12:44:28.096,,-1998,1890,-359
12:44:28.106,,-1998,1831,-439
12:44:28.116,,-1998,1738,-565
12:44:28.126,,-1998,1614,-702
12:44:28.136,,-1998,1469,-764
12:44:28.146,,-1950,1326,-736
12:44:28.156,,-1800,1209,-578
12:44:28.166,,-1698,1094,-290
12:44:28.176,,-1639,975,-81
12:44:28.186,,-1604,871,13
12:44:28.196,,-1489,790,111
12:44:28.206,,-1383,812,96
12:44:28.216,,-1232,843,105
12:44:28.226,,-1039,893,124
12:44:28.236,,-795,958,169
12:44:28.246,,-574,1049,205
12:44:28.256,,-349,1090,171
12:44:28.266,,-129,1077,122
12:44:28.276,,86,1075,75
12:44:28.286,,202,1066,17
12:44:28.296,,262,1050,-65
12:44:28.306,,320,1058,-141
12:44:28.316,,350,1077,-132
12:44:28.326,,386,1048,-45
12:44:28.336,,428,1061,-86
12:44:28.346,,409,1056,-90
12:44:28.356,,416,998,-149
12:44:28.366,,460,1029,-215
12:44:28.376,,491,1039,-274
12:44:28.386,,503,993,-291
12:44:28.396,,503,963,-236
12:44:28.406,,539,963,-193
12:44:28.416,,576,995,-198
12:44:28.426,,609,1013,-298
12:44:28.436,,594,1000,-396
12:44:28.446,,537,994,-435
12:44:28.456,,555,950,-494
12:44:28.466,,685,1027,-445
12:44:28.476,,843,1068,-552
12:44:28.486,,1045,1076,-583
12:44:28.496,,1353,1210,-610
12:44:28.506,,1590,1316,-741
12:44:28.516,,1834,1411,-920
12:44:28.526,,1993,1512,-1141
12:44:28.536,,1997,1637,-1404
12:44:28.546,,1997,1730,-1712
12:44:28.556,,1997,1825,-1955
12:44:28.566,,1997,1904,-1997
12:44:28.576,,1997,1965,-1997
12:44:28.586,,1997,1994,-1997
12:44:28.596,,1958,1979,-1997
12:44:28.606,,1898,1959,-1997
12:44:28.616,,1881,1967,-1997
12:44:28.626,,1894,1901,-1979
12:44:28.636,,1896,1796,-1656
12:44:28.646,,1916,1728,-1263
12:44:28.656,,1904,1676,-908
12:44:28.666,,1836,1606,-642
12:44:28.676,,1720,1537,-434
12:44:28.686,,1546,1518,-260
12:44:28.696,,1362,1518,-127
12:44:28.706,,1250,1502,168
12:44:28.716,,975,1502,249
12:44:28.726,,825,1497,325
12:44:28.736,,672,1488,386
12:44:28.746,,532,1485,452
12:44:28.756,,447,1517,531
12:44:28.766,,395,1413,587
12:44:28.776,,305,1477,582
12:44:28.786,,193,1478,439
12:44:28.796,,61,1520,336
12:44:28.806,,-76,1501,232
12:44:28.816,,-215,1485,166
12:44:28.826,,-332,1434,84
12:44:28.836,,-457,1314,-60
12:44:28.846,,-444,1277,-140
12:44:28.856,,-442,1300,-215
12:44:28.866,,-503,1315,-317
12:44:28.876,,-597,1290,-393
12:44:29.027,,-1998,1979,-712
12:44:29.028,,-1998,1979,-712
12:44:29.029,,-1998,1979,-712
12:44:29.031,,-1998,1979,-788
12:44:29.032,,-1998,1997,-788
12:44:29.034,,-1998,1997,-788
12:44:29.035,,-1998,1997,-788
12:44:29.036,,-1998,1997,-788
12:44:29.038,,-1998,1997,-788
12:44:29.039,,-1998,1997,-788
12:44:29.040,,-1998,1997,-830
12:44:29.042,,-1998,1997,-830
12:44:29.043,,-1998,1997,-830
12:44:29.044,,-1998,1997,-830
12:44:29.046,,-1998,1997,-830
12:44:29.047,,-1998,1997,-830
12:44:29.049,,-1998,1997,-830
12:44:29.056,,-1998,1997,-896
12:44:29.066,,-1847,1994,-903
12:44:29.076,,-1568,1887,-810
12:44:29.086,,-1445,1727,-736
12:44:29.096,,-1657,1453,-706
12:44:29.106,,-1777,1332,-500
12:44:29.116,,-1854,1254,-256
12:44:29.126,,-1903,1212,-100
12:44:29.136,,-1891,1176,10
12:44:29.146,,-1801,1180,128
12:44:29.156,,-1631,1232,234
12:44:29.166,,-1393,1342,330
12:44:29.176,,-1116,1466,401
12:44:29.186,,-838,1555,360
12:44:29.196,,-561,1570,246
12:44:29.206,,-308,1549,156
12:44:29.216,,-46,1514,104
12:44:29.226,,289,1405,6
12:44:29.236,,379,1373,-42
12:44:29.246,,419,1345,-31
12:44:29.256,,398,1306,64
12:44:29.266,,430,1260,133
12:44:29.276,,470,1194,121
12:44:29.286,,469,1090,67
12:44:29.296,,428,1047,4
12:44:29.306,,424,1041,-36
12:44:29.316,,451,1023,-51
12:44:29.326,,455,1062,-39
12:44:29.336,,536,1091,-70
12:44:29.346,,695,1103,-174
12:44:29.356,,919,1131,-224
12:44:29.366,,972,1070,-223
12:44:29.376,,1014,1019,-189
12:44:29.386,,1111,1046,-156
12:44:29.396,,1296,1123,-167
12:44:29.406,,1570,1198,-367
12:44:29.416,,1917,1313,-608
12:44:29.426,,1997,1429,-840
12:44:29.436,,1997,1503,-1082
12:44:29.446,,1997,1629,-1374
12:44:29.456,,1997,1733,-1502
12:44:29.466,,1997,1789,-1809
12:44:29.476,,1997,1830,-1997
12:44:29.486,,1997,1846,-1997
12:44:29.496,,1997,1757,-1997
12:44:29.506,,1997,1615,-1987
12:44:29.516,,1997,1420,-1745
12:44:29.526,,1997,1212,-1366
12:44:29.536,,1997,1112,-969
12:44:29.546,,1997,1028,-634
12:44:29.556,,1997,958,-381
12:44:29.566,,1959,977,-226
12:44:29.576,,1762,1039,-170
12:44:29.586,,1591,1054,-225
12:44:29.596,,1404,1081,-312
12:44:29.606,,1107,1112,-361
12:44:29.616,,978,1119,-403
12:44:29.626,,814,1121,-341
12:44:29.636,,741,1037,-210
12:44:29.646,,641,977,-99
12:44:29.656,,507,987,33
12:44:29.666,,239,980,200
12:44:29.676,,69,818,249
12:44:29.686,,68,703,135
12:44:29.696,,69,740,59
12:44:29.706,,6,789,21
12:44:29.716,,-69,845,-18
12:44:29.726,,-212,849,-53
12:44:29.736,,-428,681,-24
12:44:29.746,,-479,602,15
12:44:29.756,,-481,554,11
12:44:29.766,,-385,492,-38
12:44:29.776,,-228,533,-146
12:44:29.786,,-233,628,-187
12:44:29.796,,-244,648,-293
12:44:29.806,,-341,656,-349
12:44:29.816,,-401,631,-415
12:44:29.826,,-443,675,-340
12:44:29.836,,-563,744,-123
12:44:29.846,,-721,807,121
12:44:29.856,,-879,967,244
12:44:29.866,,-1537,1336,-80
12:44:29.876,,-1925,1569,-366
12:44:29.886,,-1998,1742,-600
12:44:29.896,,-1998,1840,-779
12:44:29.906,,-1998,1901,-868
12:44:29.916,,-1998,1885,-884
12:44:29.926,,-1998,1833,-890
12:44:29.936,,-1998,1790,-786
12:44:29.946,,-1998,1685,-548
12:44:29.956,,-1998,1571,-379
12:44:29.966,,-1998,1487,-417
12:44:29.976,,-1998,1363,-518
12:44:29.986,,-1998,1224,-604
12:44:29.996,,-1998,962,-464
12:44:30.006,,-1998,849,-308
12:44:30.016,,-1947,804,-205
12:44:30.026,,-1748,820,-47
12:44:30.036,,-1572,849,48
12:44:30.046,,-1436,879,70
12:44:30.056,,-1336,883,93
12:44:30.066,,-1221,890,105
12:44:30.076,,-1076,970,64
12:44:30.086,,-927,1044,15
12:44:30.096,,-802,1045,-31
12:44:30.106,,-579,1087,-1
12:44:30.116,,-258,1198,-21
12:44:30.126,,305,1328,-32
12:44:30.136,,491,1312,-45
12:44:30.146,,593,1249,-81
12:44:30.156,,584,1164,-168
12:44:30.166,,512,1131,-263
12:44:30.176,,475,1098,-300
12:44:30.186,,478,1062,-339
12:44:30.196,,514,1073,-380
12:44:30.206,,595,1094,-387
12:44:30.216,,655,1051,-377
12:44:30.226,,691,1034,-351
12:44:30.236,,690,961,-302
12:44:30.246,,629,717,-47
12:44:30.256,,599,737,-5
12:44:30.266,,680,776,-5
12:44:30.276,,884,848,-116
12:44:30.286,,1159,922,-257
12:44:30.296,,1490,1002,-357
12:44:30.306,,1840,1024,-423
12:44:30.316,,1996,976,-446
12:44:30.326,,1997,927,-404
12:44:30.473,,1996,996,57
12:44:30.475,,1996,996,57
12:44:30.476,,1996,996,57
12:44:30.477,,1996,996,57
12:44:30.479,,1902,969,151
12:44:30.480,,1902,969,151
