Sensors' Acquisition [Hz]: Gyro@104.0 
hh:mm:ss.ms, Annotation , GyroX [mdps], GyroY, GyroZ
16:19:40.841,,-5880,488880,99610
16:19:40.843,,-5880,488880,99610
16:19:40.844,,-5880,488880,99610
16:19:40.845,,8540,471870,98840
16:19:40.852,,8540,471870,98840
16:19:40.862,,17080,453810,99820
16:19:40.872,,22960,438410,98910
16:19:40.882,,20510,430500,101430
16:19:40.892,,16100,417550,106470
16:19:40.902,,10360,390880,114520
16:19:40.912,,1890,353220,125020
16:19:40.922,,-10290,309050,132230
16:19:40.932,,-23100,259700,134540
16:19:40.942,,-27300,202930,132790
16:19:40.952,,-19950,143500,126980
16:19:40.962,,-6440,89110,116270
16:19:40.972,,5600,44310,103670
16:19:40.982,,12110,8820,90650
16:19:40.992,,12390,-21140,78540
16:19:41.002,,9730,-47530,55020
16:19:41.012,,9240,-107450,46480
16:19:41.022,,7700,-150290,38850
16:19:41.032,,4060,-200760,31080
16:19:41.042,,-3080,-253820,22960
16:19:41.052,,-11620,-300650,13230
16:19:41.062,,-15400,-336560,-630
16:19:41.072,,-14630,-361060,-16520
16:19:41.082,,-13370,-378630,-31430
16:19:41.092,,-15190,-397390,-44870
16:19:41.102,,-17990,-424340,-54950
16:19:41.112,,-22260,-453460,-65170
16:19:41.122,,-27230,-476420,-76160
16:19:41.132,,-30730,-492660,-93380
16:19:41.142,,-32060,-518770,-98910
16:19:41.152,,-32760,-531440,-104580
16:19:41.162,,-35560,-540120,-113050
16:19:41.172,,-41090,-542850,-120540
16:19:41.182,,-49770,-540120,-123340
16:19:41.192,,-58590,-529480,-121590
16:19:41.202,,-66430,-504910,-118510
16:19:41.212,,-75110,-461510,-111580
16:19:41.222,,-86730,-401450,-97860
16:19:41.232,,-102410,-331870,-81970
16:19:41.242,,-118580,-261310,-69440
16:19:41.252,,-127610,-194180,-62020
16:19:41.262,,-125720,-76720,-43330
16:19:41.272,,-92330,-26460,-32830
16:19:41.282,,-73220,21560,-23730
16:19:41.292,,-60340,67200,-17080
16:19:41.302,,-53340,108710,-10500
16:19:41.312,,-47040,146930,-1680
16:19:41.322,,-30730,177240,8260
16:19:41.332,,-8610,203000,20300
16:19:41.342,,7770,227920,29470
16:19:41.352,,13860,251020,37170
16:19:41.362,,11620,273210,43610
16:19:41.372,,5320,298690,48720
16:19:41.382,,-5600,329070,51170
16:19:41.392,,-28140,391860,57540
16:19:41.402,,-35980,418040,62090
16:19:41.412,,-39270,434140,66710
16:19:41.422,,-35840,442680,71610
16:19:41.432,,-27090,445130,78470
16:19:41.442,,-22610,445410,85680
16:19:41.452,,-16590,443730,89110
16:19:41.462,,-12880,446040,91770
16:19:41.472,,-10500,445480,93730
16:19:41.482,,-9520,440090,94850
16:19:41.492,,-9310,432460,95130
16:19:41.502,,-6930,424200,94010
16:19:41.512,,-2730,412230,93940
16:19:41.522,,-4830,365890,112350
16:19:41.532,,-11200,333130,129150
16:19:41.542,,-21070,295050,141260
16:19:41.552,,-32340,252420,143150
16:19:41.562,,-34930,200270,136220
16:19:41.572,,-24710,142030,125370
16:19:41.582,,-10010,88060,113330
16:19:41.592,,-700,43750,101290
16:19:41.602,,1400,8120,89530
16:19:41.612,,-700,-24360,77140
16:19:41.622,,-2940,-58520,65450
16:19:41.632,,-3850,-92890,54950
16:19:41.642,,-770,-126070,44590
16:19:41.652,,13160,-200830,27230
16:19:41.662,,22330,-239330,18550
16:19:41.672,,30030,-279160,7910
16:19:41.682,,32480,-317520,-4200
16:19:41.692,,31010,-350490,-15610
16:19:41.702,,23170,-377090,-25480
16:19:41.712,,9800,-396970,-34650
16:19:41.722,,-3920,-413910,-43190
16:19:41.732,,-17850,-430430,-50820
16:19:41.742,,-31080,-444920,-59360
16:19:41.752,,-39060,-459130,-66990
16:19:41.762,,-40530,-475860,-76160
16:19:41.772,,-35420,-489790,-91490
16:19:41.782,,-32060,-502740,-95410
16:19:41.792,,-42210,-504910,-99890
16:19:41.802,,-54810,-499870,-104510
16:19:41.812,,-65800,-484470,-105350
16:19:41.822,,-72800,-459620,-101780
16:19:41.832,,-72800,-424340,-95270
16:19:41.842,,-70560,-380590,-88270
16:19:41.852,,-73290,-334530,-83370
16:19:41.862,,-82390,-285810,-80920
16:19:41.872,,-90790,-226450,-78050
16:19:41.882,,-92610,-158760,-69020
16:19:41.892,,-87290,-92890,-54600
16:19:42.013,,-28980,353080,46900
16:19:42.014,,-47530,379890,49490
16:19:42.015,,-47530,379890,49490
16:19:42.017,,-47530,379890,49490
16:19:42.018,,-47530,379890,49490
16:19:42.019,,-47530,379890,49490
16:19:42.021,,-47530,379890,49490
16:19:42.022,,-47530,379890,49490
16:19:42.024,,-59640,400260,53830
16:19:42.025,,-59640,400260,53830
16:19:42.026,,-59640,400260,53830
16:19:42.028,,-59640,400260,53830
16:19:42.029,,-59640,400260,53830
16:19:42.032,,-63420,414890,58450
16:19:42.042,,-58030,423360,63560
16:19:42.052,,-47180,426860,67270
16:19:42.062,,-34440,426230,69580
16:19:42.072,,-17640,422660,73150
16:19:42.082,,-770,417200,77210
16:19:42.092,,8120,409010,78960
16:19:42.102,,8890,401870,80430
16:19:42.112,,7980,398230,82600
16:19:42.122,,2380,396620,87220
16:19:42.132,,-3990,387940,92260
16:19:42.142,,-6580,370510,100870
16:19:42.152,,-6300,347200,113400
16:19:42.162,,-10290,288890,137060
16:19:42.172,,-21700,252420,140560
16:19:42.182,,-33880,210980,136640
16:19:42.192,,-38570,166740,129010
16:19:42.202,,-34580,123900,119350
16:19:42.212,,-25200,86520,108500
16:19:42.222,,-14280,54880,97230
16:19:42.232,,-7210,27930,86100
16:19:42.242,,-2380,840,74900
16:19:42.252,,2800,-28280,63700
16:19:42.262,,8610,-60270,52920
16:19:42.272,,14980,-98560,43890
16:19:42.282,,20790,-142520,35980
16:19:42.292,,30380,-232680,19250
16:19:42.302,,31290,-273840,10920
16:19:42.312,,27650,-310870,1540
16:19:42.322,,21350,-342440,-7980
16:19:42.332,,14630,-370720,-17430
16:19:42.342,,7210,-396690,-26250
16:19:42.352,,-2800,-418670,-33530
16:19:42.362,,-13860,-436800,-39200
16:19:42.372,,-21490,-454370,-46270
16:19:42.382,,-25060,-472500,-54670
16:19:42.392,,-26250,-488040,-62510
16:19:42.402,,-26880,-501690,-67200
16:19:42.412,,-27860,-513870,-74900
16:19:42.422,,-24290,-541730,-79660
16:19:42.432,,-20370,-555170,-82950
16:19:42.442,,-15190,-559510,-85190
16:19:42.452,,-13440,-548800,-85960
16:19:42.462,,-23660,-518840,-85330
16:19:42.472,,-54600,-465080,-81550
16:19:42.482,,-96390,-393050,-74270
16:19:42.492,,-123830,-313180,-68040
16:19:42.502,,-124810,-231630,-61950
16:19:42.512,,-105980,-158480,-54180
16:19:42.522,,-78540,-98210,-47180
16:19:42.532,,-48580,-50960,-41300
16:19:42.542,,-23380,-15260,-31430
16:19:42.552,,-7140,47670,-28980
16:19:42.562,,-10500,79170,-22750
16:19:42.572,,-10570,109620,-12390
16:19:42.582,,-4690,141890,3920
16:19:42.592,,-5110,184170,20090
16:19:42.602,,-13720,231630,32410
16:19:42.612,,-24150,274960,42210
16:19:42.622,,-32340,309190,50540
16:19:42.632,,-34930,335650,57120
16:19:42.642,,-31150,356790,58940
16:19:42.652,,-24220,376320,58030
16:19:42.662,,-17640,394660,57400
16:19:42.672,,-14070,426370,60690
16:19:42.682,,-26810,443170,61880
16:19:42.692,,-42910,455910,62790
16:19:42.702,,-56070,462630,65450
16:19:42.712,,-56000,456190,66570
16:19:42.722,,-44170,443940,67620
16:19:42.732,,-27650,431200,69090
16:19:42.742,,-15610,420350,70350
16:19:42.752,,-10570,414960,72030
16:19:42.762,,-6020,412090,72100
16:19:42.772,,-770,406000,70980
16:19:42.782,,3640,392070,69370
16:19:42.792,,9660,370020,69790
16:19:42.802,,17220,302470,82810
16:19:42.812,,7420,258930,90440
16:19:42.822,,-9730,214270,97440
16:19:42.832,,-25760,168980,103250
16:19:42.842,,-35770,124110,104090
16:19:42.852,,-38570,85330,101080
16:19:42.862,,-35770,54040,94850
16:19:42.872,,-28560,29470,86450
16:19:42.882,,-19460,9730,77770
16:19:42.892,,-11340,-8400,69440
16:19:42.902,,-5530,-27790,61950
16:19:42.912,,-980,-49560,54950
16:19:42.922,,2940,-75950,48440
16:19:42.932,,12810,-148610,34090
16:19:42.942,,18410,-187950,25340
16:19:42.952,,24290,-224910,15050
16:19:42.962,,26950,-257040,4620
16:19:42.972,,28000,-283990,-5110
16:19:42.982,,27160,-309610,-14700
16:19:42.992,,22260,-334670,-24220
16:19:43.002,,11900,-357840,-33600
16:19:43.012,,-910,-377580,-44240
16:19:43.022,,-10220,-398020,-53550
16:19:43.032,,-17290,-422240,-62650
16:19:43.042,,-24780,-447580,-73710
16:19:43.052,,-30940,-469140,-83090
16:19:43.062,,-31780,-498680,-101150
16:19:43.072,,-28000,-512470,-108360
16:19:43.082,,-26180,-526120,-117250
16:19:43.206,,-18060,25900,-41790
16:19:43.208,,-18060,25900,-41790
16:19:43.209,,-18060,25900,-41790
16:19:43.210,,-16240,66710,-27860
16:19:43.212,,-16240,66710,-27860
16:19:43.213,,-16240,66710,-27860
16:19:43.215,,-16240,66710,-27860
16:19:43.216,,-16240,66710,-27860
16:19:43.217,,-16240,66710,-27860
16:19:43.219,,-16240,66710,-27860
16:19:43.220,,-23310,103810,-11270
16:19:43.221,,-23310,103810,-11270
16:19:43.223,,-23310,103810,-11270
16:19:43.224,,-23310,103810,-11270
16:19:43.232,,-30100,141400,9240
16:19:43.242,,-29470,179270,33530
16:19:43.252,,-27650,218470,54040
16:19:43.262,,-24710,250390,69860
16:19:43.272,,-23940,269920,78890
16:19:43.282,,-26740,283500,80080
16:19:43.292,,-31220,301910,74830
16:19:43.302,,-34930,326620,66920
16:19:43.312,,-35560,382060,55650
16:19:43.322,,-26880,414330,55930
16:19:43.332,,-24430,447370,61110
16:19:43.342,,-26740,471800,68670
16:19:43.352,,-30520,483560,73780
16:19:43.362,,-32690,484960,76510
16:19:43.372,,-29190,473620,78750
16:19:43.382,,-21630,456960,82600
16:19:43.392,,-10570,437010,82810
16:19:43.402,,-6440,421260,80220
16:19:43.412,,-7000,412440,78190
16:19:43.422,,-10640,405580,74970
16:19:43.432,,-14840,394660,71120
16:19:43.442,,-8680,360850,72170
16:19:43.452,,-4060,338870,80850
16:19:43.462,,-3990,308910,90580
16:19:43.472,,-10360,270200,95690
16:19:43.482,,-18690,221550,95900
16:19:43.492,,-22470,165550,93310
16:19:43.502,,-19600,110180,88760
16:19:43.512,,-13650,63210,80920
16:19:43.522,,-8120,25970,72030
16:19:43.532,,-2520,-6510,64120
16:19:43.542,,3010,-37030,57260
16:19:43.552,,5670,-66150,51380
16:19:43.562,,6160,-93940,45920
16:19:43.572,,19040,-150780,37800
16:19:43.582,,26810,-186130,31850
16:19:43.592,,32900,-224840,24710
16:19:43.602,,33670,-263060,16450
16:19:43.612,,29540,-296870,6090
16:19:43.622,,23450,-323050,-5530
16:19:43.632,,17080,-341530,-17220
16:19:43.642,,11480,-355390,-28140
16:19:43.652,,7000,-368970,-38220
16:19:43.662,,490,-384020,-45990
16:19:43.672,,-6230,-402010,-51170
16:19:43.682,,-10780,-421820,-57890
16:19:43.692,,-13930,-439880,-66080
16:19:43.702,,-14280,-472360,-82390
16:19:43.712,,-12250,-483840,-89530
16:19:43.722,,-12740,-487690,-91490
16:19:43.732,,-17850,-483140,-90860
16:19:43.742,,-27580,-473200,-87920
16:19:43.752,,-41790,-455000,-82460
16:19:43.762,,-57190,-425600,-76160
16:19:43.772,,-70420,-387800,-70910
16:19:43.782,,-84000,-340620,-68320
16:19:43.792,,-94430,-286580,-65450
16:19:43.802,,-94080,-232750,-61950
16:19:43.812,,-83300,-177940,-58030
16:19:43.822,,-65030,-123270,-45710
16:19:43.832,,-31780,-37660,-43680
16:19:43.842,,-20650,-1260,-42840
16:19:43.852,,-11340,36190,-38290
16:19:43.862,,-4970,78960,-28140
16:19:43.872,,-2520,129080,-13510
16:19:43.882,,-4970,178220,2730
16:19:43.892,,-12530,220290,15680
16:19:43.902,,-22260,254450,24150
16:19:43.912,,-33180,285670,32200
16:19:43.922,,-44030,316260,40460
16:19:43.932,,-49210,345800,47390
16:19:43.942,,-46200,374290,51660
16:19:43.952,,-38010,433860,59990
16:19:43.962,,-27650,461720,63910
16:19:43.972,,-24640,485380,68110
16:19:43.982,,-20020,503020,73010
16:19:43.992,,-15190,509110,77070
16:19:44.002,,-10990,500290,81270
16:19:44.012,,-7980,481110,82460
16:19:44.022,,-3010,459270,77700
16:19:44.032,,3360,446250,73500
16:19:44.042,,7910,442190,74900
16:19:44.052,,6930,437430,79940
16:19:44.062,,2310,425320,87710
16:19:44.072,,-4270,403830,99610
16:19:44.082,,-17430,331660,117670
16:19:44.092,,-39620,276290,119770
16:19:44.102,,-36890,212240,117530
16:19:44.112,,-27160,149380,111370
16:19:44.122,,-16870,95550,103320
16:19:44.132,,-11060,52220,93240
16:19:44.142,,-8540,18060,81830
16:19:44.152,,-7070,-10640,71120
16:19:44.162,,-4900,-36400,61810
16:19:44.172,,-2450,-60200,54460
16:19:44.182,,1610,-83860,48300
16:19:44.192,,7000,-109900,43680
16:19:44.202,,11830,-140490,39130
16:19:44.212,,18830,-220640,31290
16:19:44.222,,22120,-265300,24220
16:19:44.232,,23730,-306390,14420
16:19:44.242,,22470,-340550,3850
16:19:44.252,,17920,-367500,-6720
16:19:44.262,,11200,-389970,-16730
16:19:44.272,,-70,-410410,-27370
16:19:44.282,,-15610,-427980,-32760
16:19:44.292,,-31220,-444080,-38080
16:19:44.411,,-43540,-355740,-93310
16:19:44.413,,-43540,-355740,-93310
16:19:44.414,,-43540,-355740,-93310
16:19:44.416,,-43540,-314580,-91140
16:19:44.417,,-46690,-314580,-91140
16:19:44.418,,-46690,-314580,-91140
16:19:44.420,,-46690,-314580,-91140
16:19:44.421,,-46690,-314580,-91140
16:19:44.422,,-46690,-314580,-91140
16:19:44.424,,-46690,-314580,-91140
16:19:44.425,,-51450,-269010,-86450
16:19:44.427,,-51450,-269010,-86450
16:19:44.428,,-51450,-269010,-86450
16:19:44.432,,-51450,-269010,-86450
16:19:44.442,,-51240,-217490,-77630
16:19:44.452,,-48580,-164360,-65030
16:19:44.462,,-48650,-112490,-51310
16:19:44.472,,-59150,-3500,-24290
16:19:44.482,,-66150,53200,-9240
16:19:44.492,,-68530,108780,6160
16:19:44.502,,-56490,155680,24010
16:19:44.512,,-34860,197610,40460
16:19:44.522,,-16800,238980,47810
16:19:44.532,,280,279720,52780
16:19:44.542,,490,326620,58660
16:19:44.552,,-9380,374990,65940
16:19:44.562,,-16030,420000,75180
16:19:44.572,,-21840,455140,81900
16:19:44.582,,-28630,477330,85260
16:19:44.592,,-30380,488740,88060
16:19:44.602,,-21210,494130,90790
16:19:44.612,,-18060,498330,92750
16:19:44.622,,-15400,501620,94080
16:19:44.632,,-14350,499660,95270
16:19:44.642,,-15470,497000,96670
16:19:44.652,,-20650,494200,96880
16:19:44.662,,-26320,487830,96670
16:19:44.672,,-29470,477470,95480
16:19:44.682,,-30450,466270,93870
16:19:44.692,,-27090,452200,95200
16:19:44.702,,-20090,430570,101360
16:19:44.712,,-13790,400260,111300
16:19:44.722,,-18270,323540,129500
16:19:44.732,,-58590,280420,129920
16:19:44.742,,-65310,226730,125160
16:19:44.752,,-53340,169960,118160
16:19:44.762,,-34090,122990,109970
16:19:44.772,,-18270,85120,100380
16:19:44.782,,-9660,52640,89390
16:19:44.792,,-6300,24710,77420
16:19:44.802,,-6930,910,67060
16:19:44.812,,-7980,-21840,57540
16:19:44.822,,-8050,-46900,47950
16:19:44.832,,-2240,-76230,39480
16:19:44.842,,7700,-112840,31920
16:19:44.852,,26180,-198170,15680
16:19:44.862,,34440,-238350,4970
16:19:44.872,,41370,-274260,-6440
16:19:44.882,,45290,-304430,-18340
16:19:44.892,,47180,-330960,-30240
16:19:44.902,,45150,-356230,-39620
16:19:44.912,,38360,-380450,-45430
16:19:44.922,,28770,-402780,-51240
16:19:44.932,,14140,-423150,-54390
16:19:44.942,,-910,-439880,-55860
16:19:44.952,,-9870,-455350,-58170
16:19:44.962,,-14980,-469630,-65240
16:19:44.972,,-16380,-477680,-75390
16:19:44.982,,-10710,-487970,-91630
16:19:44.992,,-11270,-498890,-97580
16:19:45.002,,-13020,-512470,-102480
16:19:45.012,,-14350,-522830,-106120
16:19:45.022,,-16450,-526890,-105770
16:19:45.032,,-20160,-520310,-101150
16:19:45.042,,-20440,-498400,-92400
16:19:45.052,,-19460,-462560,-80920
16:19:45.062,,-25690,-418950,-70490
16:19:45.072,,-42420,-372610,-64540
16:19:45.082,,-66150,-327110,-64190
16:19:45.092,,-87640,-282380,-66220
16:19:45.102,,-98840,-237090,-67410
16:19:45.112,,-86170,-130900,-52780
